Timestamp,UTM_EASTING,UTM_NORTHING,H:CGVD2013(m),Depth
1654144122.200453,664788.4793281024,5564590.887115056,21.486577701568603,3.5
1654144123.192247,664788.7324920567,5564591.902418814,21.512213481426237,3.5
1654144124.20005,664789.0054377491,5564592.912798546,21.52852964925766,3.5
1654144125.20788,664789.2840979988,5564593.931296232,21.519128479957576,3.5
1654144126.199642,664789.5653360485,5564594.939146974,21.514371074199676,3.5
1654144127.223438,664789.8379055632,5564595.958793854,21.509766561985018,3.5
1654144128.231219,664790.0825640067,5564596.961876173,21.50268853330612,3.5
1654144129.223057,664790.3345548458,5564597.941843809,21.528804973602295,3.5
1654144130.230862,664790.5796347879,5564598.93985993,21.503073104858398,3.5
1654144131.238666,664790.7998851873,5564599.938775864,21.50177267718315,3.5
1654144132.230493,664791.0363867842,5564600.908513724,21.468202465295793,3.5
1654144133.238336,664791.271839469,5564601.8967387825,21.44994009876251,3.5
1654144134.230176,664791.5046120842,5564602.836864994,21.525157184600832,3.5
1654144135.237926,664791.7272584613,5564603.815237164,21.50903318405151,3.5
1654144136.245749,664791.970652441,5564604.771943419,21.489931012153626,3.5
1654144137.237553,664792.2025945019,5564605.705589912,21.50060277938843,3.5
1654144138.245424,664792.4336894387,5564606.671911797,21.42848915195465,3.5
1654144139.253162,664792.6641113965,5564607.605198424,21.407315885543824,3.5
1654144140.245005,664792.8810045532,5564608.516103015,21.454214965820317,3.5
1654144141.252787,664793.1185090904,5564609.453086005,21.43241623234749,3.5
1654144142.260635,664793.3041572955,5564610.375827671,21.44333015823364,3.5
1654144143.252431,664793.4941088333,5564611.298392235,21.47247513818741,3.6
1654144144.276246,664793.6978328526,5564612.235277959,21.462576214551927,3.5
1654144145.268004,664793.8893563871,5564613.125225942,21.493883913517003,3.6
1654144146.275873,664794.0824908244,5564614.049896328,21.464569524765015,3.5
1654144147.283694,664794.3081759196,5564614.937871816,21.429167574405668,3.5
1654144148.291518,664794.5178400459,5564615.81198353,21.460809107780456,3.5
1654144149.283338,664794.6873595539,5564616.68972811,21.480186605215074,3.6
1654144150.291141,664794.9035001266,5564617.573180139,21.430744499921797,3.5
1654144151.298948,664795.0473373695,5564618.423752328,21.51082103919983,3.5
1654144152.290827,664795.2103939712,5564619.303021994,21.4790975189209,3.5
1654144153.298633,664795.3595974095,5564620.195212154,21.478148201465608,3.5
1654144154.306466,664795.511683891,5564621.069245413,21.467316466093063,3.5
1654144155.314333,664795.6722607433,5564621.911274813,21.459540661334994,3.5
1654144156.306186,664795.8220366745,5564622.750592432,21.472742789268494,3.5
1654144157.313936,664795.9763369965,5564623.593072561,21.48921116781235,3.5
1654144158.321785,664796.1009668156,5564624.423898242,21.51500929021835,3.5
1654144159.31365,664796.2508151174,5564625.236028175,21.50905810070038,3.5
1654144160.321708,664796.4109449651,5564626.077804898,21.478282946586607,3.5
1654144161.31403,664796.5401463538,5564626.87375961,21.528648059844972,3.5
1654144162.322402,664796.6977463373,5564627.662689191,21.542681568145753,3.5
1654144163.330423,664796.8405146264,5564628.469285301,21.52391492271423,3.5
1654144164.322231,664796.9484095463,5564629.268368478,21.50934215164185,3.5
1654144165.330191,664797.0592941047,5564630.06502009,21.490721527099605,3.5
1654144166.321788,664797.173853773,5564630.8455271395,21.50333178806305,3.5
1654144167.329626,664797.2805306417,5564631.612127125,21.513584861040112,3.5
1654144168.337476,664797.41376259,5564632.382852654,21.502440383911136,3.5
1654144169.329466,664797.5310648998,5564633.128489181,21.46675252532959,3.6
1654144170.337405,664797.6885431997,5564633.872043264,21.49913633060455,3.5
1654144171.345346,664797.8417295668,5564634.604209472,21.470198113679885,3.5
