Timestamp;Depth
2022-06-02 00:55:24.769590;46.700
2022-06-02 00:55:25.761239;46.700
2022-06-02 00:55:26.769072;46.700
2022-06-02 00:55:27.776935;46.700
2022-06-02 00:55:28.768663;46.400
2022-06-02 00:55:29.776523;46.200
2022-06-02 00:55:30.768326;45.700
2022-06-02 00:55:31.775998;45.100
2022-06-02 00:55:32.783930;45.100
2022-06-02 00:55:33.775746;45.200
2022-06-02 00:55:34.783568;45.500
2022-06-02 00:55:35.775384;45.500
2022-06-02 00:55:36.783164;45.500
2022-06-02 00:55:37.790989;45.700
2022-06-02 00:55:38.782802;45.700
2022-06-02 00:55:39.790598;45.600
2022-06-02 00:55:40.798406;45.500
2022-06-02 00:55:41.790294;45.400
2022-06-02 00:55:42.798095;45.500
2022-06-02 00:55:43.805871;45.600
2022-06-02 00:55:44.797779;45.600
2022-06-02 00:55:45.805442;45.600
2022-06-02 00:55:46.813405;45.400
2022-06-02 00:55:47.821138;45.500
2022-06-02 00:55:48.812981;45.600
2022-06-02 00:55:49.820788;45.700
2022-06-02 00:55:50.828586;45.600
2022-06-02 00:55:51.820393;45.500
2022-06-02 00:55:52.828246;45.300
2022-06-02 00:55:53.820042;45.100
2022-06-02 00:55:54.843826;44.900
2022-06-02 00:55:55.835695;44.700
2022-06-02 00:55:56.843492;44.600
2022-06-02 00:55:57.851311;44.000
2022-06-02 00:55:58.859084;43.400
2022-06-02 00:55:59.850908;43.300
2022-06-02 00:56:00.858726;43.500
2022-06-02 00:56:01.866494;43.500
2022-06-02 00:56:02.858524;43.400
2022-06-02 00:56:03.866159;43.300
2022-06-02 00:56:04.873936;43.200
2022-06-02 00:56:05.865795;43.300
2022-06-02 00:56:06.873525;43.300
2022-06-02 00:56:07.865275;43.700
2022-06-02 00:56:08.873090;44.000
2022-06-02 00:56:09.880820;44.000
2022-06-02 00:56:10.888567;43.600
2022-06-02 00:56:11.880332;43.500
2022-06-02 00:56:12.888085;43.200
2022-06-02 00:56:13.879875;43.400
2022-06-02 00:56:14.887591;43.400
2022-06-02 00:56:15.895199;43.500
2022-06-02 00:56:16.886919;43.600
2022-06-02 00:56:17.894552;43.700
2022-06-02 00:56:18.886314;43.900
2022-06-02 00:56:19.893929;44.100
2022-06-02 00:56:20.901610;44.000
2022-06-02 00:56:21.893474;44.000
2022-06-02 00:56:22.901217;44.000
2022-06-02 00:56:23.908994;43.900
2022-06-02 00:56:24.916776;43.900
2022-06-02 00:56:25.908581;43.900
2022-06-02 00:56:26.916356;43.700
2022-06-02 00:56:27.924047;43.700
2022-06-02 00:56:28.915806;43.400
2022-06-02 00:56:29.923738;43.000
2022-06-02 00:56:30.931507;43.100
2022-06-02 00:56:31.923329;43.500
2022-06-02 00:56:32.931018;43.600
2022-06-02 00:56:33.938940;43.500
2022-06-02 00:56:34.946724;43.700
2022-06-02 00:56:35.954346;44.400
2022-06-02 00:56:36.946331;45.000
2022-06-02 00:56:37.954120;45.000
2022-06-02 00:56:38.961868;45.100
2022-06-02 00:56:39.969683;45.200
2022-06-02 00:56:40.961321;45.400
2022-06-02 00:56:41.969194;45.600
2022-06-02 00:56:42.977064;45.700
2022-06-02 00:56:43.968855;45.700
2022-06-02 00:56:44.976642;45.700
2022-06-02 00:56:45.968523;45.800
2022-06-02 00:56:46.976176;46.000
2022-06-02 00:56:47.984110;46.200
2022-06-02 00:56:48.991895;46.300
2022-06-02 00:56:49.983576;46.200
2022-06-02 00:56:50.991570;46.200
2022-06-02 00:56:51.999356;46.200
2022-06-02 00:56:52.991172;46.300
2022-06-02 00:56:53.998997;46.300
2022-06-02 00:56:54.990813;46.400
2022-06-02 00:56:55.998631;46.500
2022-06-02 00:56:57.006439;46.600
2022-06-02 00:56:57.998316;46.600
2022-06-02 00:56:59.006057;46.600
2022-06-02 00:57:00.013907;46.600
2022-06-02 00:57:01.005692;46.600
2022-06-02 00:57:02.013510;46.400
2022-06-02 00:57:03.021300;46.200
2022-06-02 00:57:04.013225;46.000
2022-06-02 00:57:05.020907;45.600
2022-06-02 00:57:06.012726;44.900
2022-06-02 00:57:07.020519;43.800
2022-06-02 00:57:08.028328;43.500
2022-06-02 00:57:09.020126;44.000
2022-06-02 00:57:10.027904;45.200
2022-06-02 00:57:11.035750;45.700
2022-06-02 00:57:12.043576;45.800
2022-06-02 00:57:13.051355;46.000
2022-06-02 00:57:14.043157;46.000
2022-06-02 00:57:15.051004;46.100
2022-06-02 00:57:16.058804;46.200
2022-06-02 00:57:17.050684;46.400
2022-06-02 00:57:18.058443;46.400
2022-06-02 00:57:19.050283;46.300
2022-06-02 00:57:20.058146;46.100
2022-06-02 00:57:21.065882;46.300
2022-06-02 00:57:22.057723;46.400
2022-06-02 00:57:23.065558;46.300
2022-06-02 00:57:24.073377;46.400
2022-06-02 00:57:25.081175;46.300
2022-06-02 00:57:26.073035;46.300
2022-06-02 00:57:27.080841;46.200
2022-06-02 00:57:28.072686;46.200
2022-06-02 00:57:29.080470;46.400
2022-06-02 00:57:30.072371;46.200
2022-06-02 00:57:31.080210;46.200
2022-06-02 00:57:32.088084;46.100
2022-06-02 00:57:33.095891;46.200
2022-06-02 00:57:34.087747;46.200
2022-06-02 00:57:35.095544;46.000
2022-06-02 00:57:36.103362;45.800
2022-06-02 00:57:37.095183;45.800
2022-06-02 00:57:38.102988;45.800
2022-06-02 00:57:39.110829;45.800
2022-06-02 00:57:40.102651;45.900
2022-06-02 00:57:41.110514;45.900
2022-06-02 00:57:42.102370;45.700
2022-06-02 00:57:43.110359;45.600
2022-06-02 00:57:44.118423;45.400
2022-06-02 00:57:45.126459;45.200
2022-06-02 00:57:46.118545;45.100
2022-06-02 00:57:47.126311;44.900
2022-06-02 00:57:48.118166;44.800
2022-06-02 00:57:49.125915;44.800
2022-06-02 00:57:50.133764;44.700
2022-06-02 00:57:51.125407;44.600
2022-06-02 00:57:52.133425;44.500
2022-06-02 00:57:53.141188;44.400
2022-06-02 00:57:54.132850;44.300
2022-06-02 00:57:55.140749;44.200
2022-06-02 00:57:56.148645;44.100
2022-06-02 00:57:57.140457;44.100
2022-06-02 00:57:58.148224;44.000
2022-06-02 00:57:59.156099;43.800
2022-06-02 00:58:00.147847;43.600
2022-06-02 00:58:01.155717;43.400
2022-06-02 00:58:02.163417;43.200
2022-06-02 00:58:03.171308;43.000
2022-06-02 00:58:04.179092;42.500
2022-06-02 00:58:05.170925;41.900
2022-06-02 00:58:06.178822;41.200
2022-06-02 00:58:07.170993;40.400
2022-06-02 00:58:08.179138;40.100
2022-06-02 00:58:09.171286;39.800
2022-06-02 00:58:10.179327;39.500
2022-06-02 00:58:11.187387;39.700
2022-06-02 00:58:12.195250;39.500
2022-06-02 00:58:13.187023;39.700
2022-06-02 00:58:14.194825;39.900
2022-06-02 00:58:15.202692;40.300
2022-06-02 00:58:16.194487;40.800
2022-06-02 00:58:17.202191;41.600
2022-06-02 00:58:18.209894;42.300
2022-06-02 00:58:19.201671;42.600
2022-06-02 00:58:20.209458;42.800
2022-06-02 00:58:21.201237;43.000
2022-06-02 00:58:22.208986;43.000
2022-06-02 00:58:23.216792;43.100
2022-06-02 00:58:24.208615;43.200
2022-06-02 00:58:25.216376;43.400
2022-06-02 00:58:26.224178;43.500
2022-06-02 00:58:27.232029;43.500
2022-06-02 00:58:28.223822;43.600
2022-06-02 00:58:29.231591;43.600
2022-06-02 00:58:30.223403;43.600
2022-06-02 00:58:31.231202;43.800
2022-06-02 00:58:32.238991;43.900
2022-06-02 00:58:33.230854;43.900
2022-06-02 00:58:34.238667;43.800
2022-06-02 00:58:35.246466;43.800
2022-06-02 00:58:36.254329;43.800
2022-06-02 00:58:37.262140;44.000
2022-06-02 00:58:38.253918;44.100
2022-06-02 00:58:39.261740;44.000
2022-06-02 00:58:40.253557;43.900
2022-06-02 00:58:41.261406;43.900
2022-06-02 00:58:42.269171;43.800
2022-06-02 00:58:43.276986;44.000
2022-06-02 00:58:44.284779;44.100
2022-06-02 00:58:45.292617;44.100
2022-06-02 00:58:46.284409;43.900
2022-06-02 00:58:47.292242;43.800
2022-06-02 00:58:48.284055;43.800
2022-06-02 00:58:49.291852;43.900
2022-06-02 00:58:50.283668;43.900
2022-06-02 00:58:51.291498;43.700
2022-06-02 00:58:52.299271;43.500
2022-06-02 00:58:53.291208;43.200
2022-06-02 00:58:54.299018;43.000
2022-06-02 00:58:55.306693;42.900
2022-06-02 00:58:56.298478;42.800
2022-06-02 00:58:57.306307;42.600
2022-06-02 00:58:58.314096;42.400
2022-06-02 00:58:59.305857;42.100
2022-06-02 00:59:00.313648;41.600
2022-06-02 00:59:01.305423;41.000
2022-06-02 00:59:02.313197;40.600
2022-06-02 00:59:03.320979;40.300
2022-06-02 00:59:04.328752;40.200
2022-06-02 00:59:05.320484;39.900
2022-06-02 00:59:06.328237;39.500
2022-06-02 00:59:07.336053;38.700
2022-06-02 00:59:08.343663;37.800
2022-06-02 00:59:09.335391;37.500
2022-06-02 00:59:10.343286;37.100
2022-06-02 00:59:11.335138;37.300
2022-06-02 00:59:12.342942;38.100
2022-06-02 00:59:13.350560;38.200
2022-06-02 00:59:14.342528;38.100
2022-06-02 00:59:15.366386;38.000
2022-06-02 00:59:16.358285;38.000
2022-06-02 00:59:17.366053;37.900
2022-06-02 00:59:18.373742;37.600
2022-06-02 00:59:19.365503;37.300
2022-06-02 00:59:20.373412;37.000
2022-06-02 00:59:21.381152;36.900
2022-06-02 00:59:22.372900;35.400
2022-06-02 00:59:23.380827;34.000
2022-06-02 00:59:24.388482;33.500
2022-06-02 00:59:25.380440;32.700
2022-06-02 00:59:26.388215;32.200
2022-06-02 00:59:27.395981;32.100
2022-06-02 00:59:28.387730;31.500
2022-06-02 00:59:29.395507;30.700
2022-06-02 00:59:30.403122;29.800
2022-06-02 00:59:31.394941;30.000
2022-06-02 00:59:32.402600;29.500
2022-06-02 00:59:33.410516;28.700
2022-06-02 00:59:34.402499;27.200
2022-06-02 00:59:35.409922;26.700
2022-06-02 00:59:36.417829;26.700
2022-06-02 00:59:37.409552;26.800
2022-06-02 00:59:38.417488;27.300
2022-06-02 00:59:39.425162;27.700
2022-06-02 00:59:40.417106;27.700
2022-06-02 00:59:41.424823;27.900
2022-06-02 00:59:42.432548;27.800
2022-06-02 00:59:43.424420;28.500
2022-06-02 00:59:44.432302;28.100
2022-06-02 00:59:45.440150;28.100
2022-06-02 00:59:46.431959;28.200
2022-06-02 00:59:47.439722;28.500
2022-06-02 00:59:48.447540;28.600
2022-06-02 00:59:49.439441;28.900
2022-06-02 00:59:50.447106;29.900
2022-06-02 00:59:51.455016;29.300
2022-06-02 00:59:52.446839;28.900
2022-06-02 00:59:53.454616;28.700
2022-06-02 00:59:54.462394;28.900
2022-06-02 00:59:55.470328;30.100
2022-06-02 00:59:56.478127;30.200
2022-06-02 00:59:57.469928;30.400
2022-06-02 00:59:58.477663;30.500
2022-06-02 00:59:59.485555;30.800
2022-06-02 01:00:00.493273;30.700
2022-06-02 01:00:01.485181;31.000
2022-06-02 01:00:02.492963;31.200
2022-06-02 01:00:03.484798;31.500
2022-06-02 01:00:04.492556;31.900
2022-06-02 01:00:05.500302;31.900
2022-06-02 01:00:06.492184;32.100
2022-06-02 01:00:07.500037;32.500
2022-06-02 01:00:08.507760;32.400
2022-06-02 01:00:09.499763;31.300
2022-06-02 01:00:10.507437;30.900
2022-06-02 01:00:11.515301;31.100
2022-06-02 01:00:12.507182;31.500
2022-06-02 01:00:13.515008;31.900
2022-06-02 01:00:14.506837;31.900
2022-06-02 01:00:15.514681;32.400
2022-06-02 01:00:16.522620;32.700
2022-06-02 01:00:17.514346;32.800
2022-06-02 01:00:18.522302;32.700
2022-06-02 01:00:19.514071;32.900
2022-06-02 01:00:20.521820;33.200
2022-06-02 01:00:21.529654;33.100
2022-06-02 01:00:22.537423;32.700
2022-06-02 01:00:23.529245;33.300
2022-06-02 01:00:24.537212;33.800
2022-06-02 01:00:25.545207;34.000
2022-06-02 01:00:26.536826;35.100
2022-06-02 01:00:27.544537;38.200
2022-06-02 01:00:28.552451;38.600
2022-06-02 01:00:29.544175;38.800
2022-06-02 01:00:30.552091;38.900
2022-06-02 01:00:31.559796;38.100
2022-06-02 01:00:32.551745;37.500
2022-06-02 01:00:33.575572;37.700
2022-06-02 01:00:34.567360;38.000
2022-06-02 01:00:35.575172;38.900
2022-06-02 01:00:36.567065;40.200
2022-06-02 01:00:37.574777;41.900
2022-06-02 01:00:38.582614;42.400
2022-06-02 01:00:39.574380;42.600
2022-06-02 01:00:40.582342;42.800
2022-06-02 01:00:41.573922;42.900
2022-06-02 01:00:42.581859;43.000
2022-06-02 01:00:43.589646;42.900
2022-06-02 01:00:44.581580;42.800
2022-06-02 01:00:45.589344;42.800
2022-06-02 01:00:46.597147;42.800
2022-06-02 01:00:47.588977;42.800
2022-06-02 01:00:48.596807;42.800
2022-06-02 01:00:49.604579;42.800
2022-06-02 01:00:50.596433;42.800
2022-06-02 01:00:51.604209;42.900
2022-06-02 01:00:52.612043;42.900
2022-06-02 01:00:53.603825;42.900
2022-06-02 01:00:54.611690;42.900
2022-06-02 01:00:55.603478;42.900
2022-06-02 01:00:56.611301;42.300
2022-06-02 01:00:57.603154;41.100
2022-06-02 01:00:58.610916;41.400
2022-06-02 01:00:59.618744;41.200
2022-06-02 01:01:00.610582;41.100
2022-06-02 01:01:01.618374;41.200
2022-06-02 01:01:02.626209;40.800
2022-06-02 01:01:03.634106;40.800
2022-06-02 01:01:04.625844;40.100
2022-06-02 01:01:05.633648;39.400
2022-06-02 01:01:06.625434;38.300
2022-06-02 01:01:07.633234;37.900
2022-06-02 01:01:08.641078;37.100
2022-06-02 01:01:09.632873;37.600
2022-06-02 01:01:10.640775;37.600
2022-06-02 01:01:11.648539;37.600
2022-06-02 01:01:12.656306;37.600
2022-06-02 01:01:13.648127;37.200
2022-06-02 01:01:14.655935;36.400
2022-06-02 01:01:15.647797;35.600
2022-06-02 01:01:16.655571;34.600
2022-06-02 01:01:17.663396;33.500
2022-06-02 01:01:18.671241;33.300
2022-06-02 01:01:19.679050;34.200
2022-06-02 01:01:20.670827;35.600
2022-06-02 01:01:21.678691;36.600
2022-06-02 01:01:22.686487;35.000
2022-06-02 01:01:23.694329;33.500
2022-06-02 01:01:24.686167;32.800
2022-06-02 01:01:25.693914;32.700
2022-06-02 01:01:26.685690;32.500
2022-06-02 01:01:27.693372;32.000
2022-06-02 01:01:28.701224;31.400
2022-06-02 01:01:29.693173;31.800
2022-06-02 01:01:30.700995;32.700
2022-06-02 01:01:31.708782;32.700
2022-06-02 01:01:32.716623;33.600
2022-06-02 01:01:33.708443;33.500
2022-06-02 01:01:34.716191;32.800
2022-06-02 01:01:35.724044;32.600
2022-06-02 01:01:36.715901;33.000
2022-06-02 01:01:37.723576;33.900
2022-06-02 01:01:38.715529;36.300
2022-06-02 01:01:39.723360;37.500
2022-06-02 01:01:40.730985;37.500
2022-06-02 01:01:41.722954;37.600
2022-06-02 01:01:42.730772;37.700
2022-06-02 01:01:43.738573;37.700
2022-06-02 01:01:44.730456;37.700
2022-06-02 01:01:45.738062;37.700
2022-06-02 01:01:46.746052;37.700
2022-06-02 01:01:47.737690;37.700
2022-06-02 01:01:48.745644;37.600
2022-06-02 01:01:49.737690;37.600
2022-06-02 01:01:50.745259;37.700
2022-06-02 01:01:51.752986;37.700
2022-06-02 01:01:52.744988;37.800
2022-06-02 01:01:53.752694;37.700
2022-06-02 01:01:54.760464;37.700
2022-06-02 01:01:55.752238;37.600
2022-06-02 01:01:56.776164;37.600
2022-06-02 01:01:57.767999;37.600
2022-06-02 01:01:58.776041;37.600
2022-06-02 01:01:59.784299;37.600
2022-06-02 01:02:00.776481;37.600
2022-06-02 01:02:01.784880;37.500
2022-06-02 01:02:02.792752;37.300
2022-06-02 01:02:03.800642;37.300
2022-06-02 01:02:04.808397;37.400
2022-06-02 01:02:05.800230;37.400
2022-06-02 01:02:06.808025;37.500
2022-06-02 01:02:07.799870;37.600
2022-06-02 01:02:08.807677;37.500
2022-06-02 01:02:09.815468;37.400
2022-06-02 01:02:10.807267;37.400
2022-06-02 01:02:11.815091;37.300
2022-06-02 01:02:12.806974;37.300
2022-06-02 01:02:13.814715;37.300
2022-06-02 01:02:14.822440;37.400
2022-06-02 01:02:15.830189;37.300
2022-06-02 01:02:16.821766;37.200
2022-06-02 01:02:17.829423;37.200
2022-06-02 01:02:18.821089;37.200
2022-06-02 01:02:19.828767;37.300
2022-06-02 01:02:20.836420;37.200
2022-06-02 01:02:21.828114;37.100
2022-06-02 01:02:22.836026;37.000
2022-06-02 01:02:23.844079;36.900
2022-06-02 01:02:24.852142;36.800
2022-06-02 01:02:25.844160;36.800
2022-06-02 01:02:26.852272;36.800
2022-06-02 01:02:27.844370;36.800
2022-06-02 01:02:28.852362;36.700
2022-06-02 01:02:29.860177;36.600
2022-06-02 01:02:30.868000;36.500
2022-06-02 01:02:31.859833;36.400
2022-06-02 01:02:32.867640;36.400
2022-06-02 01:02:33.875454;36.300
2022-06-02 01:02:34.867407;36.300
2022-06-02 01:02:35.875112;36.200
2022-06-02 01:02:36.882928;36.100
2022-06-02 01:02:37.890750;36.000
2022-06-02 01:02:38.882649;36.000
2022-06-02 01:02:39.890424;35.800
2022-06-02 01:02:40.882302;33.300
2022-06-02 01:02:41.890090;31.100
2022-06-02 01:02:42.897857;27.700
2022-06-02 01:02:43.905734;27.200
2022-06-02 01:02:44.897492;27.300
2022-06-02 01:02:45.905313;27.500
2022-06-02 01:02:46.897485;27.300
2022-06-02 01:02:47.905752;26.700
2022-06-02 01:02:48.914034;26.700
2022-06-02 01:02:49.906284;26.700
2022-06-02 01:02:50.914371;26.300
2022-06-02 01:02:51.922423;25.600
2022-06-02 01:02:52.930305;25.900
2022-06-02 01:02:53.938089;25.800
2022-06-02 01:02:54.929808;25.800
2022-06-02 01:02:55.937472;25.200
2022-06-02 01:02:56.945130;25.700
2022-06-02 01:02:57.936949;26.200
2022-06-02 01:02:58.944734;26.300
2022-06-02 01:02:59.936474;26.200
2022-06-02 01:03:00.944208;26.100
2022-06-02 01:03:01.951930;25.900
2022-06-02 01:03:02.943688;25.400
2022-06-02 01:03:03.951269;25.200
2022-06-02 01:03:04.959077;25.000
2022-06-02 01:03:05.950902;24.900
2022-06-02 01:03:06.958395;24.800
2022-06-02 01:03:07.966229;24.800
2022-06-02 01:03:08.957799;24.700
2022-06-02 01:03:09.965627;24.500
2022-06-02 01:03:10.957399;24.300
2022-06-02 01:03:11.965061;24.100
2022-06-02 01:03:12.972972;24.000
2022-06-02 01:03:13.964761;23.900
2022-06-02 01:03:14.988456;23.400
2022-06-02 01:03:15.980419;23.500
2022-06-02 01:03:16.988247;23.600
2022-06-02 01:03:17.996026;23.600
2022-06-02 01:03:18.987861;23.700
2022-06-02 01:03:19.995668;23.400
2022-06-02 01:03:21.019500;23.500
2022-06-02 01:03:22.011327;23.500
2022-06-02 01:03:23.019153;23.300
2022-06-02 01:03:24.026971;23.000
2022-06-02 01:03:25.018813;22.300
2022-06-02 01:03:26.026595;22.000
2022-06-02 01:03:27.034446;21.300
2022-06-02 01:03:28.026202;21.400
2022-06-02 01:03:29.034059;21.500
2022-06-02 01:03:30.025911;21.100
2022-06-02 01:03:31.033653;21.200
2022-06-02 01:03:32.041480;21.200
2022-06-02 01:03:33.033339;21.200
2022-06-02 01:03:34.041101;21.400
2022-06-02 01:03:35.048897;21.000
2022-06-02 01:03:36.040735;21.000
2022-06-02 01:03:37.048610;21.800
2022-06-02 01:03:38.040486;22.300
2022-06-02 01:03:39.048226;22.400
2022-06-02 01:03:40.056044;22.400
2022-06-02 01:03:41.063885;22.400
2022-06-02 01:03:42.055706;22.600
2022-06-02 01:03:43.063551;22.300
2022-06-02 01:03:44.071370;21.700
2022-06-02 01:03:45.063175;21.700
2022-06-02 01:03:46.071082;22.000
2022-06-02 01:03:47.078835;21.900
2022-06-02 01:03:48.070759;21.700
2022-06-02 01:03:49.078530;21.200
2022-06-02 01:03:50.070330;20.600
2022-06-02 01:03:51.078180;20.500
2022-06-02 01:03:52.086057;20.200
2022-06-02 01:03:53.093766;19.900
2022-06-02 01:03:54.101569;20.100
2022-06-02 01:03:55.093388;20.500
2022-06-02 01:03:56.101190;21.000
2022-06-02 01:03:57.093025;20.900
2022-06-02 01:03:58.100807;20.800
2022-06-02 01:03:59.108704;21.300
2022-06-02 01:04:00.100637;21.600
2022-06-02 01:04:01.108563;21.100
2022-06-02 01:04:02.116436;21.500
2022-06-02 01:04:03.108364;22.100
2022-06-02 01:04:04.116310;22.100
2022-06-02 01:04:05.124181;22.200
2022-06-02 01:04:06.132108;21.400
2022-06-02 01:04:07.139982;20.800
2022-06-02 01:04:08.131929;21.000
2022-06-02 01:04:09.139671;20.800
2022-06-02 01:04:10.131715;20.900
2022-06-02 01:04:11.139574;21.200
2022-06-02 01:04:12.147518;20.300
2022-06-02 01:04:13.139275;19.200
2022-06-02 01:04:14.147349;19.100
2022-06-02 01:04:15.139278;19.400
2022-06-02 01:04:16.147330;19.300
2022-06-02 01:04:17.155408;18.800
2022-06-02 01:04:18.147517;18.900
2022-06-02 01:04:19.155400;19.600
2022-06-02 01:04:20.147503;21.100
2022-06-02 01:04:21.155349;23.000
2022-06-02 01:04:22.163224;24.000
2022-06-02 01:04:23.171242;24.200
2022-06-02 01:04:24.179159;24.300
2022-06-02 01:04:25.171092;23.200
2022-06-02 01:04:26.178914;22.500
2022-06-02 01:04:27.186893;22.100
2022-06-02 01:04:28.178857;22.400
2022-06-02 01:04:29.186782;26.400
2022-06-02 01:04:30.178642;27.300
2022-06-02 01:04:31.186530;25.200
2022-06-02 01:04:32.194498;26.200
2022-06-02 01:04:33.202350;25.200
2022-06-02 01:04:34.210275;22.900
2022-06-02 01:04:35.202177;22.100
2022-06-02 01:04:36.209931;21.800
2022-06-02 01:04:37.217889;21.900
2022-06-02 01:04:38.209837;22.200
2022-06-02 01:04:39.217602;21.900
2022-06-02 01:04:40.225462;22.700
2022-06-02 01:04:41.233288;22.700
2022-06-02 01:04:42.225339;23.700
2022-06-02 01:04:43.233016;24.100
2022-06-02 01:04:44.240899;24.000
2022-06-02 01:04:45.232718;23.400
2022-06-02 01:04:46.240576;23.200
2022-06-02 01:04:47.232456;23.400
2022-06-02 01:04:48.240289;23.200
2022-06-02 01:04:49.248159;23.200
2022-06-02 01:04:50.256042;23.700
2022-06-02 01:04:51.247890;23.200
2022-06-02 01:04:52.255735;24.000
2022-06-02 01:04:53.263535;25.900
2022-06-02 01:04:54.255470;27.200
2022-06-02 01:04:55.263194;29.000
2022-06-02 01:04:56.270881;31.000
2022-06-02 01:04:57.278652;31.100
2022-06-02 01:04:58.270368;31.100
2022-06-02 01:04:59.278029;31.100
2022-06-02 01:05:00.269700;30.800
2022-06-02 01:05:01.277396;30.700
2022-06-02 01:05:02.285137;30.700
2022-06-02 01:05:03.276968;30.700
2022-06-02 01:05:04.284825;30.700
2022-06-02 01:05:05.292667;30.600
2022-06-02 01:05:06.284529;30.000
2022-06-02 01:05:07.292418;29.300
2022-06-02 01:05:08.300225;28.000
2022-06-02 01:05:09.292104;26.900
2022-06-02 01:05:10.300010;26.000
2022-06-02 01:05:11.291611;25.900
2022-06-02 01:05:12.315134;25.600
2022-06-02 01:05:13.306790;24.200
2022-06-02 01:05:14.314341;21.800
2022-06-02 01:05:15.321947;18.600
2022-06-02 01:05:16.329497;17.100
2022-06-02 01:05:17.320987;16.100
2022-06-02 01:05:18.328874;16.100
2022-06-02 01:05:19.336719;16.200
2022-06-02 01:05:20.328629;16.000
2022-06-02 01:05:21.336354;15.700
2022-06-02 01:05:22.328202;15.700
2022-06-02 01:05:23.336094;16.800
2022-06-02 01:05:24.343714;18.700
2022-06-02 01:05:25.335612;20.200
2022-06-02 01:05:26.343481;20.700
2022-06-02 01:05:27.351244;19.900
2022-06-02 01:05:28.359024;20.000
2022-06-02 01:05:29.350659;20.300
2022-06-02 01:05:30.358554;20.100
2022-06-02 01:05:31.350361;19.400
2022-06-02 01:05:32.358086;18.500
2022-06-02 01:05:33.365927;17.000
2022-06-02 01:05:34.357540;15.800
2022-06-02 01:05:35.365249;16.300
2022-06-02 01:05:36.373079;17.400
2022-06-02 01:05:37.364791;16.300
2022-06-02 01:05:38.372494;14.200
2022-06-02 01:05:39.380385;13.000
2022-06-02 01:05:40.372031;12.600
2022-06-02 01:05:41.379739;12.200
2022-06-02 01:05:42.387408;12.300
2022-06-02 01:05:43.379158;12.000
2022-06-02 01:05:44.386985;11.200
2022-06-02 01:05:45.394764;10.700
2022-06-02 01:05:46.386545;10.600
2022-06-02 01:05:47.394495;11.000
2022-06-02 01:05:48.386245;11.400
2022-06-02 01:05:49.393941;11.400
2022-06-02 01:05:50.385860;11.700
2022-06-02 01:05:51.409556;13.400
2022-06-02 01:05:52.417394;14.400
2022-06-02 01:05:53.409197;14.800
2022-06-02 01:05:54.416969;16.300
2022-06-02 01:05:55.424765;19.000
2022-06-02 01:05:56.416541;19.500
2022-06-02 01:05:57.440457;18.700
2022-06-02 01:05:58.432123;17.800
2022-06-02 01:05:59.440076;17.400
2022-06-02 01:06:00.431849;16.900
2022-06-02 01:06:01.439657;17.600
2022-06-02 01:06:02.447583;19.900
2022-06-02 01:06:03.439257;21.300
2022-06-02 01:06:04.447110;21.600
2022-06-02 01:06:05.454941;21.900
2022-06-02 01:06:06.446723;21.600
2022-06-02 01:06:07.454487;21.500
2022-06-02 01:06:08.462305;20.700
2022-06-02 01:06:09.454200;20.900
2022-06-02 01:06:10.462032;21.300
