latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_CGVD28_HTv2,rcvr_clk_ns
61.0449222,-69.6429271,-16.860,13.78194,265,2017,4.557,-43.651
61.0449224,-69.6429272,-16.868,13.78222,265,2017,4.549,-43.790
61.0449225,-69.6429273,-16.856,13.78250,265,2017,4.561,-43.694
61.0449224,-69.6429272,-16.880,13.78278,265,2017,4.537,-43.706
61.0449222,-69.6429271,-16.871,13.78306,265,2017,4.546,-43.612
61.0449222,-69.6429271,-16.853,13.78333,265,2017,4.564,-43.531
61.0449223,-69.6429271,-16.851,13.78361,265,2017,4.566,-43.453
61.0449223,-69.6429270,-16.864,13.78389,265,2017,4.553,-43.600
61.0449223,-69.6429272,-16.878,13.78417,265,2017,4.539,-43.903
61.0449225,-69.6429272,-16.872,13.78444,265,2017,4.545,-43.383
61.0449227,-69.6429274,-16.862,13.78472,265,2017,4.555,-36.785
61.0449229,-69.6429274,-16.873,13.78500,265,2017,4.544,-32.837
61.0449229,-69.6429274,-16.878,13.78528,265,2017,4.539,-11.804
61.0449228,-69.6429275,-16.894,13.78556,265,2017,4.523,7.411
61.0449229,-69.6429276,-16.892,13.78583,265,2017,4.525,15.130
61.0449228,-69.6429273,-16.871,13.78611,265,2017,4.546,23.162
61.0449228,-69.6429273,-16.883,13.78639,265,2017,4.534,31.483
61.0449227,-69.6429272,-16.897,13.78667,265,2017,4.520,39.329
61.0449228,-69.6429272,-16.896,13.78694,265,2017,4.521,48.985
61.0449228,-69.6429273,-16.899,13.78722,265,2017,4.518,60.437
61.0449226,-69.6429272,-16.882,13.78750,265,2017,4.535,69.720
61.0449226,-69.6429271,-16.880,13.78778,265,2017,4.537,76.297
61.0449227,-69.6429271,-16.882,13.78806,265,2017,4.535,82.219
61.0449227,-69.6429270,-16.867,13.78833,265,2017,4.550,88.840
61.0449227,-69.6429271,-16.874,13.78861,265,2017,4.543,94.921
61.0449227,-69.6429271,-16.870,13.78889,265,2017,4.547,101.126
61.0449228,-69.6429270,-16.875,13.78917,265,2017,4.542,107.417
61.0449228,-69.6429270,-16.862,13.78944,265,2017,4.555,113.712
61.0449226,-69.6429268,-16.874,13.78972,265,2017,4.543,119.344
61.0449225,-69.6429267,-16.859,13.79000,265,2017,4.558,123.499
61.0449226,-69.6429267,-16.849,13.79028,265,2017,4.568,127.037
61.0449226,-69.6429267,-16.824,13.79056,265,2017,4.593,130.431
61.0449227,-69.6429266,-16.849,13.79083,265,2017,4.568,133.588
61.0449229,-69.6429268,-16.847,13.79111,265,2017,4.570,136.899
61.0449229,-69.6429268,-16.846,13.79139,265,2017,4.571,141.063
61.0449227,-69.6429268,-16.851,13.79167,265,2017,4.566,144.788
61.0449225,-69.6429266,-16.837,13.79194,265,2017,4.580,147.718
61.0449223,-69.6429264,-16.832,13.79222,265,2017,4.585,150.333
61.0449224,-69.6429265,-16.839,13.79250,265,2017,4.578,152.806
61.0449224,-69.6429264,-16.839,13.79278,265,2017,4.578,155.151
61.0449223,-69.6429265,-16.834,13.79306,265,2017,4.583,157.300
61.0449223,-69.6429264,-16.832,13.79333,265,2017,4.585,159.502
61.0449226,-69.6429265,-16.817,13.79361,265,2017,4.600,161.542
61.0449226,-69.6429267,-16.819,13.79389,265,2017,4.598,163.634
61.0449228,-69.6429267,-16.810,13.79417,265,2017,4.607,165.834
61.0449229,-69.6429268,-16.811,13.79444,265,2017,4.606,168.119
61.0449231,-69.6429268,-16.811,13.79472,265,2017,4.606,171.317
61.0449231,-69.6429268,-16.813,13.79500,265,2017,4.604,160.079
61.0449231,-69.6429270,-16.819,13.79528,265,2017,4.598,156.715
61.0449231,-69.6429269,-16.826,13.79556,265,2017,4.591,154.884
61.0449230,-69.6429269,-16.825,13.79583,265,2017,4.592,153.578
61.0449229,-69.6429268,-16.822,13.79611,265,2017,4.595,152.313
61.0449227,-69.6429265,-16.828,13.79639,265,2017,4.589,151.142
61.0449227,-69.6429265,-16.823,13.79667,265,2017,4.594,150.181
61.0449227,-69.6429264,-16.826,13.79694,265,2017,4.591,149.344
61.0449226,-69.6429264,-16.812,13.79722,265,2017,4.605,148.802
61.0449226,-69.6429264,-16.795,13.79750,265,2017,4.622,148.341
61.0449229,-69.6429265,-16.791,13.79778,265,2017,4.626,147.995
61.0449229,-69.6429265,-16.808,13.79806,265,2017,4.609,147.614
61.0449228,-69.6429265,-16.794,13.79833,265,2017,4.623,147.278
61.0449228,-69.6429264,-16.792,13.79861,265,2017,4.625,147.052
61.0449228,-69.6429264,-16.785,13.79889,265,2017,4.632,146.731
61.0449230,-69.6429264,-16.785,13.79917,265,2017,4.632,146.491
61.0449230,-69.6429265,-16.802,13.79944,265,2017,4.615,146.239
61.0449231,-69.6429266,-16.789,13.79972,265,2017,4.628,146.063
61.0449230,-69.6429264,-16.784,13.80000,265,2017,4.633,145.941
61.0449230,-69.6429263,-16.776,13.80028,265,2017,4.641,145.740
61.0449230,-69.6429262,-16.788,13.80056,265,2017,4.629,145.682
61.0449230,-69.6429262,-16.792,13.80083,265,2017,4.625,145.478
61.0449231,-69.6429262,-16.789,13.80111,265,2017,4.628,145.292
61.0449229,-69.6429261,-16.790,13.80139,265,2017,4.627,145.139
61.0449227,-69.6429259,-16.797,13.80167,265,2017,4.620,145.070
61.0449226,-69.6429257,-16.788,13.80194,265,2017,4.629,144.864
61.0449224,-69.6429257,-16.788,13.80222,265,2017,4.629,144.724
61.0449224,-69.6429257,-16.801,13.80250,265,2017,4.616,144.434
61.0449222,-69.6429254,-16.796,13.80278,265,2017,4.621,144.064
61.0449222,-69.6429253,-16.797,13.80306,265,2017,4.620,143.178
61.0449224,-69.6429255,-16.788,13.80333,265,2017,4.629,141.937
61.0449225,-69.6429257,-16.787,13.80361,265,2017,4.630,140.239
61.0449226,-69.6429257,-16.776,13.80389,265,2017,4.641,138.334
61.0449226,-69.6429257,-16.796,13.80417,265,2017,4.621,136.090
61.0449229,-69.6429258,-16.785,13.80444,265,2017,4.632,133.184
61.0449231,-69.6429259,-16.775,13.80472,265,2017,4.642,130.130
61.0449230,-69.6429259,-16.776,13.80500,265,2017,4.641,126.711
61.0449231,-69.6429258,-16.776,13.80528,265,2017,4.641,123.113
61.0449229,-69.6429256,-16.776,13.80556,265,2017,4.641,118.837
61.0449228,-69.6429255,-16.761,13.80583,265,2017,4.656,114.406
61.0449227,-69.6429253,-16.756,13.80611,265,2017,4.661,109.448
61.0449225,-69.6429250,-16.760,13.80639,265,2017,4.657,104.293
61.0449224,-69.6429249,-16.742,13.80667,265,2017,4.675,98.678
61.0449225,-69.6429250,-16.728,13.80694,265,2017,4.689,92.786
61.0449226,-69.6429249,-16.738,13.80722,265,2017,4.679,86.363
61.0449226,-69.6429250,-16.740,13.80750,265,2017,4.677,79.747
61.0449228,-69.6429253,-16.740,13.80778,265,2017,4.677,72.682
61.0449227,-69.6429255,-16.713,13.80806,265,2017,4.704,65.079
61.0449225,-69.6429271,-16.711,13.80833,265,2017,4.706,57.073
61.0449219,-69.6429291,-16.719,13.80861,265,2017,4.698,48.788
61.0449217,-69.6429309,-16.715,13.80889,265,2017,4.702,40.092
61.0449216,-69.6429330,-16.715,13.80917,265,2017,4.702,30.881
61.0449210,-69.6429362,-16.705,13.80944,265,2017,4.712,21.187
61.0449196,-69.6429421,-16.696,13.80972,265,2017,4.721,11.032
61.0449184,-69.6429502,-16.679,13.81000,265,2017,4.738,0.576
61.0449170,-69.6429605,-16.689,13.81028,265,2017,4.728,-10.179
61.0449153,-69.6429723,-16.684,13.81056,265,2017,4.733,-21.104
61.0449136,-69.6429849,-16.671,13.81083,265,2017,4.746,-32.158
61.0449113,-69.6429980,-16.658,13.81111,265,2017,4.759,-43.404
61.0449083,-69.6430125,-16.708,13.81139,265,2017,4.709,-55.212
61.0449047,-69.6430266,-16.704,13.81167,265,2017,4.713,-67.209
61.0449009,-69.6430405,-16.685,13.81194,265,2017,4.732,-79.849
61.0448963,-69.6430548,-16.710,13.81222,265,2017,4.707,-93.130
61.0448912,-69.6430683,-16.713,13.81250,265,2017,4.704,-106.669
61.0448860,-69.6430811,-16.728,13.81278,265,2017,4.689,-120.621
61.0448804,-69.6430939,-16.737,13.81306,265,2017,4.680,-135.048
61.0448745,-69.6431067,-16.753,13.81333,265,2017,4.664,-149.814
61.0448684,-69.6431195,-16.733,13.81361,265,2017,4.684,-164.953
61.0448619,-69.6431321,-16.780,13.81389,265,2017,4.637,-180.442
61.0448551,-69.6431440,-16.797,13.81417,265,2017,4.620,-196.256
61.0448480,-69.6431551,-16.788,13.81444,265,2017,4.629,-212.626
61.0448408,-69.6431661,-16.789,13.81472,265,2017,4.628,-229.391
61.0448333,-69.6431772,-16.765,13.81500,265,2017,4.652,-246.476
61.0448255,-69.6431884,-16.743,13.81528,265,2017,4.674,-264.207
61.0448175,-69.6431990,-16.767,13.81556,265,2017,4.650,-282.373
61.0448097,-69.6432081,-16.754,13.81583,265,2017,4.663,-300.833
61.0448017,-69.6432165,-16.772,13.81611,265,2017,4.645,-319.930
61.0447937,-69.6432247,-16.769,13.81639,265,2017,4.648,-339.156
61.0447857,-69.6432325,-16.775,13.81667,265,2017,4.642,-358.554
61.0447777,-69.6432398,-16.768,13.81694,265,2017,4.649,-378.494
61.0447692,-69.6432464,-16.784,13.81722,265,2017,4.633,-94.397
61.0447606,-69.6432517,-16.769,13.81750,265,2017,4.648,-4.612
61.0447520,-69.6432559,-16.727,13.81778,265,2017,4.690,-10.001
61.0447432,-69.6432589,-16.767,13.81806,265,2017,4.650,-15.592
61.0447345,-69.6432602,-16.775,13.81833,265,2017,4.642,-18.357
61.0447255,-69.6432603,-16.781,13.81861,265,2017,4.636,-20.988
61.0447168,-69.6432595,-16.756,13.81889,265,2017,4.661,-23.815
61.0447084,-69.6432582,-16.752,13.81917,265,2017,4.665,-25.411
61.0447002,-69.6432554,-16.729,13.81944,265,2017,4.688,-27.074
61.0446922,-69.6432515,-16.759,13.81972,265,2017,4.658,-28.814
61.0446843,-69.6432465,-16.764,13.82000,265,2017,4.653,-30.371
61.0446768,-69.6432408,-16.746,13.82028,265,2017,4.671,-31.760
61.0446693,-69.6432344,-16.778,13.82056,265,2017,4.639,-33.189
61.0446616,-69.6432275,-16.751,13.82083,265,2017,4.666,-34.857
61.0446542,-69.6432198,-16.761,13.82111,265,2017,4.656,-36.444
61.0446473,-69.6432114,-16.729,13.82139,265,2017,4.688,-37.649
61.0446405,-69.6432024,-16.746,13.82167,265,2017,4.671,-38.378
61.0446340,-69.6431930,-16.728,13.82194,265,2017,4.689,-38.809
61.0446277,-69.6431834,-16.709,13.82222,265,2017,4.708,-38.874
61.0446218,-69.6431751,-16.709,13.82250,265,2017,4.708,-39.208
61.0446167,-69.6431670,-16.718,13.82278,265,2017,4.699,-40.179
61.0446119,-69.6431596,-16.726,13.82306,265,2017,4.691,-41.423
61.0446075,-69.6431526,-16.727,13.82333,265,2017,4.690,-42.799
61.0446036,-69.6431457,-16.726,13.82361,265,2017,4.691,-44.057
61.0445998,-69.6431387,-16.751,13.82389,265,2017,4.666,-45.641
61.0445960,-69.6431323,-16.780,13.82417,265,2017,4.637,-46.961
61.0445923,-69.6431263,-16.826,13.82444,265,2017,4.591,-47.994
61.0445884,-69.6431210,-16.821,13.82472,265,2017,4.596,-49.023
61.0445847,-69.6431159,-16.805,13.82500,265,2017,4.612,-50.017
61.0445813,-69.6431110,-16.798,13.82528,265,2017,4.619,-50.906
61.0445782,-69.6431060,-16.813,13.82556,265,2017,4.604,-51.467
61.0445754,-69.6431016,-16.833,13.82583,265,2017,4.584,-51.933
61.0445729,-69.6430978,-16.829,13.82611,265,2017,4.588,-52.494
61.0445705,-69.6430937,-16.819,13.82639,265,2017,4.598,-53.084
61.0445682,-69.6430898,-16.823,13.82667,265,2017,4.594,-53.335
61.0445660,-69.6430865,-16.810,13.82694,265,2017,4.607,-53.770
61.0445640,-69.6430832,-16.814,13.82722,265,2017,4.603,-54.130
61.0445621,-69.6430802,-16.801,13.82750,265,2017,4.616,-54.510
61.0445603,-69.6430772,-16.805,13.82778,265,2017,4.612,-55.025
61.0445583,-69.6430743,-16.835,13.82806,265,2017,4.582,-55.254
61.0445561,-69.6430718,-16.843,13.82833,265,2017,4.574,-55.597
61.0445539,-69.6430693,-16.826,13.82861,265,2017,4.591,-55.868
61.0445517,-69.6430666,-16.826,13.82889,265,2017,4.591,-56.316
61.0445494,-69.6430640,-16.853,13.82917,265,2017,4.564,-56.863
61.0445473,-69.6430619,-16.830,13.82944,265,2017,4.587,-57.337
61.0445453,-69.6430598,-16.852,13.82972,265,2017,4.565,-57.843
61.0445431,-69.6430575,-16.832,13.83000,265,2017,4.585,-58.206
61.0445413,-69.6430556,-16.839,13.83028,265,2017,4.578,-58.508
61.0445392,-69.6430541,-16.862,13.83056,265,2017,4.555,-58.708
61.0445369,-69.6430531,-16.852,13.83083,265,2017,4.565,-58.694
61.0445347,-69.6430521,-16.825,13.83111,265,2017,4.592,-58.768
61.0445324,-69.6430507,-16.842,13.83139,265,2017,4.575,-58.979
61.0445301,-69.6430494,-16.851,13.83167,265,2017,4.566,-59.053
61.0445274,-69.6430484,-16.853,13.83194,265,2017,4.564,-59.207
61.0445246,-69.6430475,-16.839,13.83222,265,2017,4.578,-59.188
61.0445219,-69.6430459,-16.833,13.83250,265,2017,4.584,-59.130
61.0445192,-69.6430444,-16.825,13.83278,265,2017,4.592,-59.095
61.0445163,-69.6430428,-16.836,13.83306,265,2017,4.581,-59.028
61.0445138,-69.6430416,-16.822,13.83333,265,2017,4.595,-59.166
61.0445112,-69.6430406,-16.841,13.83361,265,2017,4.576,-59.481
61.0445087,-69.6430397,-16.867,13.83389,265,2017,4.550,-59.668
61.0445061,-69.6430390,-16.846,13.83417,265,2017,4.571,-59.784
61.0445035,-69.6430386,-16.823,13.83444,265,2017,4.594,-59.887
61.0445009,-69.6430379,-16.834,13.83472,265,2017,4.583,-60.004
61.0444979,-69.6430374,-16.836,13.83500,265,2017,4.581,-60.150
61.0444948,-69.6430365,-16.832,13.83528,265,2017,4.585,-60.235
61.0444918,-69.6430358,-16.842,13.83556,265,2017,4.575,-60.414
61.0444887,-69.6430353,-16.852,13.83583,265,2017,4.565,-60.508
61.0444854,-69.6430347,-16.876,13.83611,265,2017,4.541,-60.540
61.0444816,-69.6430360,-16.877,13.83639,265,2017,4.540,-60.693
61.0444769,-69.6430385,-16.876,13.83667,265,2017,4.541,-60.821
61.0444720,-69.6430427,-16.862,13.83694,265,2017,4.555,-60.878
61.0444666,-69.6430481,-16.894,13.83722,265,2017,4.523,-60.776
61.0444612,-69.6430563,-16.866,13.83750,265,2017,4.551,-60.983
61.0444563,-69.6430649,-16.849,13.83778,265,2017,4.568,-60.813
61.0444518,-69.6430749,-16.856,13.83806,265,2017,4.561,-60.893
61.0444474,-69.6430865,-16.868,13.83833,265,2017,4.549,-61.080
61.0444433,-69.6430995,-16.854,13.83861,265,2017,4.563,-61.202
61.0444397,-69.6431145,-16.845,13.83889,265,2017,4.572,-61.333
61.0444365,-69.6431306,-16.873,13.83917,265,2017,4.544,-61.282
61.0444336,-69.6431476,-16.827,13.83944,265,2017,4.590,-61.271
61.0444313,-69.6431634,-16.860,13.83972,265,2017,4.557,-61.198
61.0444291,-69.6431785,-16.869,13.84000,265,2017,4.548,-61.313
61.0444271,-69.6431930,-16.922,13.84028,265,2017,4.495,-61.437
61.0444254,-69.6432066,-16.890,13.84056,265,2017,4.527,-61.474
61.0444239,-69.6432189,-16.910,13.84083,265,2017,4.507,-61.621
61.0444226,-69.6432308,-16.933,13.84111,265,2017,4.484,-61.644
61.0444213,-69.6432427,-16.943,13.84139,265,2017,4.474,-61.623
61.0444200,-69.6432551,-16.951,13.84167,265,2017,4.466,-61.682
61.0444188,-69.6432687,-16.962,13.84194,265,2017,4.455,-61.663
61.0444177,-69.6432829,-16.940,13.84222,265,2017,4.477,-61.613
61.0444168,-69.6432985,-16.990,13.84250,265,2017,4.427,-61.670
61.0444163,-69.6433144,-16.994,13.84278,265,2017,4.423,-61.431
61.0444159,-69.6433310,-16.948,13.84306,265,2017,4.469,-61.451
61.0444159,-69.6433470,-16.947,13.84333,265,2017,4.470,-61.536
61.0444158,-69.6433637,-16.963,13.84361,265,2017,4.454,-61.402
61.0444161,-69.6433813,-16.986,13.84389,265,2017,4.431,-61.308
61.0444169,-69.6433992,-17.002,13.84417,265,2017,4.415,-61.284
61.0444189,-69.6434170,-16.975,13.84444,265,2017,4.442,-61.205
61.0444211,-69.6434352,-16.995,13.84472,265,2017,4.422,-60.976
61.0444240,-69.6434534,-16.931,13.84500,265,2017,4.486,-60.604
61.0444266,-69.6434720,-16.953,13.84528,265,2017,4.464,-60.657
61.0444285,-69.6434904,-16.991,13.84556,265,2017,4.426,-60.666
61.0444295,-69.6435083,-16.979,13.84583,265,2017,4.438,-60.325
61.0444299,-69.6435254,-17.016,13.84611,265,2017,4.401,-60.420
61.0444290,-69.6435425,-17.035,13.84639,265,2017,4.382,-60.390
61.0444280,-69.6435594,-17.033,13.84667,265,2017,4.384,-60.291
61.0444266,-69.6435767,-17.040,13.84694,265,2017,4.377,-60.191
61.0444236,-69.6435979,-17.004,13.84722,265,2017,4.413,-59.949
61.0444182,-69.6436247,-17.033,13.84750,265,2017,4.384,-59.815
61.0444087,-69.6436544,-17.048,13.84778,265,2017,4.369,-59.821
61.0443951,-69.6436825,-17.074,13.84806,265,2017,4.343,-59.809
61.0443776,-69.6437089,-17.055,13.84833,265,2017,4.362,-59.679
61.0443574,-69.6437350,-17.068,13.84861,265,2017,4.349,-59.673
61.0443359,-69.6437621,-17.061,13.84889,265,2017,4.356,-59.542
61.0443131,-69.6437947,-17.033,13.84917,265,2017,4.384,-59.458
61.0442891,-69.6438343,-17.041,13.84944,265,2017,4.376,-59.417
61.0442630,-69.6438804,-17.025,13.84972,265,2017,4.392,-59.346
61.0442349,-69.6439338,-17.030,13.85000,265,2017,4.387,-59.486
61.0442068,-69.6439955,-17.009,13.85028,265,2017,4.408,-59.485
61.0441799,-69.6440639,-16.878,13.85056,265,2017,4.539,-59.292
61.0441548,-69.6441390,-16.934,13.85083,265,2017,4.483,-59.381
61.0441314,-69.6442191,-16.945,13.85111,265,2017,4.472,-59.204
61.0441093,-69.6443034,-16.978,13.85139,265,2017,4.439,-59.300
61.0440900,-69.6443927,-16.988,13.85167,265,2017,4.429,-59.378
61.0440742,-69.6444861,-16.876,13.85194,265,2017,4.541,-59.273
61.0440611,-69.6445813,-16.966,13.85222,265,2017,4.451,-59.036
61.0440514,-69.6446787,-16.892,13.85250,265,2017,4.525,-59.355
61.0440439,-69.6447763,-16.852,13.85278,265,2017,4.565,-59.129
61.0440406,-69.6448739,-16.990,13.85306,265,2017,4.428,-59.191
61.0440423,-69.6449709,-16.845,13.85333,265,2017,4.573,-59.013
61.0440454,-69.6450689,-16.961,13.85361,265,2017,4.457,-58.897
61.0440494,-69.6451674,-16.786,13.85389,265,2017,4.632,-59.137
61.0440518,-69.6452669,-16.946,13.85417,265,2017,4.472,-59.203
61.0440552,-69.6453645,-16.887,13.85444,265,2017,4.531,-59.354
61.0440611,-69.6454618,-16.944,13.85472,265,2017,4.474,-59.220
61.0440692,-69.6455581,-16.825,13.85500,265,2017,4.593,-59.112
61.0440774,-69.6456545,-16.885,13.85528,265,2017,4.533,-59.126
61.0440864,-69.6457503,-16.770,13.85556,265,2017,4.648,-59.470
61.0440968,-69.6458457,-16.981,13.85583,265,2017,4.437,-59.249
61.0441095,-69.6459398,-17.026,13.85611,265,2017,4.393,-59.561
61.0441218,-69.6460343,-16.889,13.85639,265,2017,4.530,-59.099
61.0441337,-69.6461305,-16.984,13.85667,265,2017,4.435,-59.244
61.0441469,-69.6462266,-17.039,13.85694,265,2017,4.380,-59.400
61.0441615,-69.6463223,-17.012,13.85722,265,2017,4.407,-59.404
61.0441755,-69.6464186,-16.925,13.85750,265,2017,4.494,-59.347
61.0441872,-69.6465157,-17.017,13.85778,265,2017,4.402,-59.421
61.0441981,-69.6466142,-16.943,13.85806,265,2017,4.476,-59.657
61.0442049,-69.6467135,-17.059,13.85833,265,2017,4.360,-59.188
61.0442122,-69.6468115,-17.033,13.85861,265,2017,4.386,-59.781
61.0442199,-69.6469090,-17.070,13.85889,265,2017,4.350,-59.273
61.0442285,-69.6470048,-16.993,13.85917,265,2017,4.427,-59.434
61.0442378,-69.6470999,-17.217,13.85944,265,2017,4.203,-59.607
61.0442497,-69.6471929,-16.989,13.85972,265,2017,4.431,-59.457
61.0442642,-69.6472841,-17.196,13.86000,265,2017,4.224,-59.458
61.0442807,-69.6473747,-17.126,13.86028,265,2017,4.294,-59.450
61.0442989,-69.6474633,-17.085,13.86056,265,2017,4.335,-59.317
61.0443194,-69.6475497,-17.044,13.86083,265,2017,4.376,-59.482
61.0443422,-69.6476331,-17.124,13.86111,265,2017,4.296,-59.545
61.0443661,-69.6477163,-17.056,13.86139,265,2017,4.364,-59.151
61.0443908,-69.6477999,-17.070,13.86167,265,2017,4.351,-59.369
61.0444163,-69.6478827,-17.049,13.86194,265,2017,4.372,-59.527
61.0444423,-69.6479662,-17.165,13.86222,265,2017,4.256,-59.320
61.0444701,-69.6480467,-17.125,13.86250,265,2017,4.296,-59.531
61.0444997,-69.6481255,-17.143,13.86278,265,2017,4.278,-59.303
61.0445296,-69.6482044,-17.030,13.86306,265,2017,4.391,-59.451
61.0445599,-69.6482815,-17.073,13.86333,265,2017,4.348,-59.274
61.0445906,-69.6483561,-17.121,13.86361,265,2017,4.300,-59.412
61.0446215,-69.6484299,-17.133,13.86389,265,2017,4.289,-59.366
61.0446529,-69.6485029,-16.986,13.86417,265,2017,4.436,-59.391
61.0446848,-69.6485737,-16.978,13.86444,265,2017,4.444,-59.590
61.0447182,-69.6486436,-17.087,13.86472,265,2017,4.335,-59.511
61.0447533,-69.6487117,-16.996,13.86500,265,2017,4.426,-59.403
61.0447889,-69.6487790,-17.116,13.86528,265,2017,4.306,-59.364
61.0448249,-69.6488436,-17.017,13.86556,265,2017,4.405,-59.556
61.0448625,-69.6489060,-16.941,13.86583,265,2017,4.481,-59.410
61.0449016,-69.6489657,-16.978,13.86611,265,2017,4.444,-59.428
61.0449414,-69.6490243,-17.089,13.86639,265,2017,4.334,-59.290
61.0449810,-69.6490821,-16.877,13.86667,265,2017,4.546,-59.136
61.0450210,-69.6491402,-16.930,13.86694,265,2017,4.493,-58.990
61.0450612,-69.6491967,-17.089,13.86722,265,2017,4.334,-59.000
61.0451008,-69.6492532,-17.077,13.86750,265,2017,4.346,-58.926
61.0451378,-69.6493089,-17.091,13.86778,265,2017,4.332,-58.775
61.0451730,-69.6493602,-16.905,13.86806,265,2017,4.518,-58.705
61.0452062,-69.6494084,-17.121,13.86833,265,2017,4.302,-58.528
61.0452373,-69.6494511,-17.092,13.86861,265,2017,4.331,-58.708
61.0452677,-69.6494873,-16.990,13.86889,265,2017,4.433,-58.617
61.0452970,-69.6495192,-17.112,13.86917,265,2017,4.312,-58.511
61.0453266,-69.6495494,-17.027,13.86944,265,2017,4.397,-58.568
61.0453566,-69.6495802,-17.021,13.86972,265,2017,4.403,-58.512
61.0453886,-69.6496112,-17.047,13.87000,265,2017,4.377,-58.522
61.0454229,-69.6496404,-16.953,13.87028,265,2017,4.471,-58.315
61.0454582,-69.6496684,-16.931,13.87056,265,2017,4.493,-58.038
61.0454946,-69.6496953,-17.015,13.87083,265,2017,4.409,-58.357
61.0455316,-69.6497211,-17.017,13.87111,265,2017,4.407,-58.031
61.0455697,-69.6497457,-16.813,13.87139,265,2017,4.611,-57.988
61.0456061,-69.6497650,-17.124,13.87167,265,2017,4.300,-58.170
61.0456386,-69.6497807,-16.806,13.87194,265,2017,4.618,-57.798
61.0456676,-69.6497893,-16.818,13.87222,265,2017,4.606,-58.204
61.0456932,-69.6497878,-17.081,13.87250,265,2017,4.343,-58.388
61.0457172,-69.6497796,-17.035,13.87278,265,2017,4.389,-58.001
61.0457411,-69.6497609,-17.120,13.87306,265,2017,4.304,-58.432
61.0457666,-69.6497292,-16.981,13.87333,265,2017,4.443,-58.009
61.0457930,-69.6496853,-17.096,13.87361,265,2017,4.328,-58.689
61.0458196,-69.6496320,-17.090,13.87389,265,2017,4.334,-58.418
61.0458454,-69.6495716,-16.917,13.87417,265,2017,4.507,-58.275
61.0458714,-69.6495032,-16.953,13.87444,265,2017,4.471,-58.558
61.0458948,-69.6494311,-17.001,13.87472,265,2017,4.423,-58.388
61.0459179,-69.6493580,-17.032,13.87500,265,2017,4.392,-58.185
61.0459385,-69.6492820,-16.897,13.87528,265,2017,4.527,-58.414
61.0459582,-69.6492033,-17.013,13.87556,265,2017,4.411,-58.619
61.0459797,-69.6491265,-16.996,13.87583,265,2017,4.428,-58.306
61.0460012,-69.6490506,-16.913,13.87611,265,2017,4.511,-58.416
61.0460231,-69.6489773,-16.839,13.87639,265,2017,4.585,-58.376
61.0460427,-69.6489054,-17.008,13.87667,265,2017,4.416,-58.762
61.0460623,-69.6488356,-16.846,13.87694,265,2017,4.578,-58.283
61.0460836,-69.6487651,-17.073,13.87722,265,2017,4.351,-58.595
61.0461087,-69.6486854,-17.026,13.87750,265,2017,4.398,-58.292
61.0461340,-69.6485949,-17.093,13.87778,265,2017,4.331,-58.771
61.0461590,-69.6484966,-16.897,13.87806,265,2017,4.527,-58.280
61.0461838,-69.6483980,-16.919,13.87833,265,2017,4.505,-58.379
61.0462094,-69.6483028,-17.075,13.87861,265,2017,4.349,-58.398
61.0462367,-69.6482101,-16.771,13.87889,265,2017,4.653,-58.194
61.0462626,-69.6481184,-17.101,13.87917,265,2017,4.323,-58.934
61.0462879,-69.6480271,-16.937,13.87944,265,2017,4.487,-57.974
61.0463103,-69.6479331,-17.094,13.87972,265,2017,4.330,-58.723
61.0463308,-69.6478384,-16.876,13.88000,265,2017,4.548,-57.954
61.0463506,-69.6477412,-17.009,13.88028,265,2017,4.415,-58.475
61.0463709,-69.6476425,-16.987,13.88056,265,2017,4.437,-57.931
61.0463873,-69.6475392,-16.835,13.88083,265,2017,4.589,-58.717
61.0464035,-69.6474379,-16.818,13.88111,265,2017,4.606,-57.885
61.0464223,-69.6473420,-16.900,13.88139,265,2017,4.523,-58.139
61.0464443,-69.6472497,-16.897,13.88167,265,2017,4.526,-58.023
61.0464655,-69.6471565,-16.940,13.88194,265,2017,4.483,-58.530
61.0464839,-69.6470586,-16.855,13.88222,265,2017,4.568,-58.178
61.0465019,-69.6469597,-16.983,13.88250,265,2017,4.440,-58.156
61.0465198,-69.6468610,-16.810,13.88278,265,2017,4.613,-57.972
61.0465336,-69.6467606,-16.704,13.88306,265,2017,4.719,-58.277
61.0465487,-69.6466601,-16.935,13.88333,265,2017,4.488,-57.920
61.0465670,-69.6465610,-16.997,13.88361,265,2017,4.426,-58.126
61.0465827,-69.6464582,-16.751,13.88389,265,2017,4.672,-58.129
61.0465979,-69.6463520,-16.904,13.88417,265,2017,4.519,-58.156
61.0466119,-69.6462446,-16.933,13.88444,265,2017,4.490,-57.760
61.0466200,-69.6461332,-16.708,13.88472,265,2017,4.715,-58.321
61.0466249,-69.6460218,-16.724,13.88500,265,2017,4.699,-57.976
61.0466304,-69.6459121,-16.777,13.88528,265,2017,4.646,-57.888
61.0466379,-69.6458059,-16.840,13.88556,265,2017,4.582,-57.853
61.0466461,-69.6457002,-16.892,13.88583,265,2017,4.530,-57.916
61.0466555,-69.6455936,-16.752,13.88611,265,2017,4.670,-57.938
61.0466660,-69.6454893,-16.745,13.88639,265,2017,4.677,-58.104
61.0466778,-69.6453860,-16.850,13.88667,265,2017,4.572,-57.751
