Northing,Easting,Lat (DD),Long (DD),Depth (Proc)
6767291.803,464711.132,61.0388601,-069.6532661,34.011
6767292.596,464709.097,61.0388670,-069.6533039,33.455
6767292.432,464707.576,61.0388654,-069.6533320,33.484
6767293.318,464705.725,61.0388732,-069.6533665,33.682
6767293.716,464704.924,61.0388767,-069.6533814,33.845
6767295.939,464701.488,61.0388964,-069.6534454,33.595
6767297.179,464702.597,61.0389076,-069.6534251,34.040
6767297.514,464700.381,61.0389104,-069.6534662,32.979
6767296.670,464694.767,61.0389023,-069.6535699,32.215
6767297.006,464698.187,61.0389056,-069.6535067,31.940
6767297.785,464693.648,61.0389122,-069.6535908,31.457
6767296.556,464692.797,61.0389011,-069.6536064,31.572
6767298.918,464690.112,61.0389221,-069.6536565,31.476
6767296.702,464689.641,61.0389021,-069.6536648,31.649
6767299.029,464689.215,61.0389230,-069.6536731,31.482
6767298.731,464687.154,61.0389201,-069.6537112,31.761
6767298.624,464681.869,61.0389187,-069.6538090,33.556
6767299.170,464679.018,61.0389233,-069.6538619,32.890
6767298.686,464678.868,61.0389190,-069.6538646,33.331
6767296.936,464675.786,61.0389030,-069.6539213,34.058
6767298.859,464673.100,61.0389200,-069.6539714,33.364
6767296.706,464670.735,61.0389005,-069.6540148,33.008
6767299.054,464668.864,61.0389214,-069.6540498,33.151
6767298.565,464667.364,61.0389169,-069.6540775,32.747
6767298.982,464663.964,61.0389203,-069.6541405,32.843
6767298.628,464661.642,61.0389169,-069.6541835,32.646
6767296.702,464659.638,61.0388994,-069.6542202,32.154
6767299.795,464655.422,61.0389268,-069.6542988,31.717
6767298.257,464653.442,61.0389129,-069.6543352,31.457
6767297.799,464653.963,61.0389088,-069.6543254,31.895
6767298.005,464648.010,61.0389101,-069.6544357,30.808
6767296.252,464647.757,61.0388943,-069.6544400,30.734
6767297.182,464647.315,61.0389027,-069.6544484,30.943
6767298.209,464646.715,61.0389118,-069.6544597,31.129
6767298.191,464641.533,61.0389112,-069.6545556,30.650
6767295.748,464640.747,61.0388892,-069.6545697,30.634
6767296.576,464637.775,61.0388964,-069.6546249,32.096
6767299.308,464633.234,61.0389205,-069.6547094,32.728
6767296.405,464630.552,61.0388942,-069.6547585,32.873
6767296.215,464627.907,61.0388922,-069.6548075,32.269
6767295.558,464626.563,61.0388862,-069.6548322,32.712
6767294.933,464623.916,61.0388804,-069.6548811,32.252
6767297.250,464625.212,61.0389013,-069.6548575,33.159
6767296.235,464622.663,61.0388919,-069.6549045,33.119
6767294.558,464619.988,61.0388766,-069.6549537,33.040
6767295.298,464617.510,61.0388831,-069.6549998,33.296
6767295.118,464616.291,61.0388813,-069.6550223,33.219
6767292.503,464614.854,61.0388577,-069.6550484,33.152
6767291.389,464615.226,61.0388478,-069.6550413,33.296
6767289.656,464613.664,61.0388321,-069.6550699,33.244
6767287.216,464613.176,61.0388101,-069.6550785,33.285
6767285.586,464610.894,61.0387953,-069.6551204,34.236
6767282.790,464611.565,61.0387702,-069.6551075,34.428
6767280.518,464611.614,61.0387498,-069.6551061,34.223
6767276.270,464613.271,61.0387119,-069.6550747,34.119
6767274.095,464613.735,61.0386924,-069.6550657,34.037
6767272.005,464614.707,61.0386737,-069.6550473,34.178
6767270.316,464616.300,61.0386587,-069.6550175,34.184
6767269.603,464617.451,61.0386524,-069.6549961,34.185
6767267.184,464619.386,61.0386308,-069.6549598,33.755
6767265.177,464620.273,61.0386129,-069.6549430,32.768
6767253.988,464627.422,61.0385131,-069.6548086,33.919
6767251.877,464629.156,61.0384943,-069.6547761,33.952
6767250.233,464630.149,61.0384796,-069.6547574,32.674
6767249.401,464631.035,61.0384722,-069.6547409,34.087
6767248.032,464631.408,61.0384600,-069.6547337,35.902
6767244.730,464630.320,61.0384303,-069.6547533,37.786
6767238.839,464631.623,61.0383775,-069.6547281,38.863
6767242.924,464637.310,61.0384147,-069.6546235,34.367
6767243.721,464637.401,61.0384218,-069.6546220,34.518
6767242.629,464638.697,61.0384121,-069.6545978,34.555
6767240.547,464641.381,61.0383937,-069.6545477,34.557
6767238.094,464642.264,61.0383718,-069.6545310,34.663
6767238.406,464642.991,61.0383746,-069.6545175,34.847
6767237.790,464645.232,61.0383693,-069.6544760,34.690
6767236.732,464646.357,61.0383599,-069.6544549,34.831
6767234.030,464648.565,61.0383358,-069.6544136,34.986
6767233.242,464650.712,61.0383290,-069.6543737,34.746
6767232.978,464651.613,61.0383267,-069.6543569,34.555
6767231.991,464653.312,61.0383180,-069.6543253,34.448
6767230.162,464654.318,61.0383016,-069.6543064,34.050
6767232.423,464656.018,61.0383221,-069.6542753,34.159
6767231.132,464658.813,61.0383107,-069.6542233,33.739
6767228.301,464660.388,61.0382855,-069.6541937,33.148
6767227.345,464660.883,61.0382769,-069.6541843,32.742
6767228.429,464664.231,61.0382870,-069.6541226,31.530
6767227.516,464664.887,61.0382788,-069.6541102,32.987
6767228.907,464666.832,61.0382915,-069.6540745,32.765
6767228.659,464667.434,61.0382893,-069.6540633,33.052
6767226.091,464670.135,61.0382665,-069.6540128,32.653
6767223.496,464673.077,61.0382435,-069.6539579,33.033
6767224.909,464674.772,61.0382563,-069.6539268,33.088
6767224.473,464676.217,61.0382525,-069.6539000,33.332
6767222.576,464679.630,61.0382358,-069.6538364,33.208
6767222.985,464682.055,61.0382397,-069.6537916,32.842
6767224.442,464681.946,61.0382527,-069.6537939,33.125
6767223.883,464682.946,61.0382478,-069.6537753,32.800
6767222.919,464685.555,61.0382394,-069.6537268,32.875
6767223.446,464688.377,61.0382444,-069.6536747,32.852
6767223.934,464689.952,61.0382489,-069.6536456,33.027
6767223.427,464690.860,61.0382444,-069.6536287,32.639
6767223.163,464692.355,61.0382422,-069.6536010,32.860
6767224.523,464694.885,61.0382546,-069.6535544,32.856
6767223.624,464696.780,61.0382467,-069.6535192,32.884
6767224.780,464699.169,61.0382573,-069.6534752,32.802
6767224.905,464702.036,61.0382587,-069.6534221,32.867
6767224.202,464702.723,61.0382525,-069.6534093,32.848
6767226.225,464702.836,61.0382706,-069.6534076,32.959
6767224.502,464705.957,61.0382554,-069.6533495,32.662
6767226.392,464707.118,61.0382725,-069.6533283,32.799
6767224.843,464708.923,61.0382588,-069.6532946,32.805
6767222.948,464712.649,61.0382421,-069.6532253,32.241
6767224.607,464712.759,61.0382570,-069.6532236,32.765
6767223.467,464715.050,61.0382470,-069.6531810,32.656
6767221.332,464717.307,61.0382280,-069.6531388,32.559
6767222.750,464716.513,61.0382407,-069.6531537,32.842
6767221.660,464718.914,61.0382311,-069.6531091,32.456
6767220.419,464721.189,61.0382201,-069.6530668,32.501
6767217.950,464723.022,61.0381981,-069.6530324,32.644
6767218.327,464723.613,61.0382016,-069.6530215,33.067
6767217.355,464726.291,61.0381931,-069.6529718,32.918
6767215.132,464727.754,61.0381733,-069.6529443,33.054
6767212.167,464728.799,61.0381468,-069.6529244,33.251
6767211.638,464728.772,61.0381420,-069.6529248,33.499
6767211.464,464730.810,61.0381406,-069.6528870,33.564
6767209.236,464731.466,61.0381207,-069.6528745,33.464
6767207.424,464732.113,61.0381045,-069.6528622,33.550
6767205.847,464733.453,61.0380904,-069.6528371,33.648
6767204.122,464736.154,61.0380752,-069.6527868,33.814
6767201.494,464735.366,61.0380515,-069.6528009,33.846
6767201.280,464737.026,61.0380497,-069.6527701,33.498
6767200.000,464737.998,61.0380383,-069.6527519,33.694
6767197.358,464738.643,61.0380147,-069.6527394,33.847
6767196.154,464738.990,61.0380039,-069.6527328,33.659
6767192.543,464742.693,61.0379718,-069.6526636,33.898
6767191.163,464742.865,61.0379595,-069.6526601,33.839
6767189.234,464744.914,61.0379423,-069.6526219,33.766
6767188.142,464746.327,61.0379326,-069.6525955,33.664
6767187.302,464747.278,61.0379252,-069.6525777,33.784
6767184.836,464747.529,61.0379031,-069.6525726,33.675
6767183.231,464749.132,61.0378888,-069.6525427,33.719
6767182.125,464749.978,61.0378790,-069.6525268,33.637
6767181.625,464752.159,61.0378747,-069.6524864,33.924
6767180.245,464754.206,61.0378624,-069.6524482,33.944
6767177.411,464754.837,61.0378371,-069.6524360,33.777
6767175.149,464755.149,61.0378168,-069.6524298,33.610
6767175.066,464756.433,61.0378162,-069.6524060,33.677
6767173.441,464758.104,61.0378017,-069.6523748,33.516
6767170.649,464759.608,61.0377768,-069.6523464,33.451
6767168.434,464760.310,61.0377570,-069.6523330,33.286
6767167.893,464762.134,61.0377523,-069.6522992,33.339
6767168.126,464763.013,61.0377544,-069.6522830,33.296
6767166.746,464765.057,61.0377422,-069.6522449,33.389
6767163.658,464766.878,61.0377147,-069.6522106,33.142
6767162.061,464767.017,61.0377004,-069.6522077,33.466
6767159.964,464768.113,61.0376816,-069.6521870,33.205
6767158.798,464769.123,61.0376713,-069.6521681,33.286
6767157.968,464770.427,61.0376639,-069.6521438,30.936
6767155.658,464770.423,61.0376432,-069.6521435,33.458
6767152.480,464772.273,61.0376148,-069.6521087,33.159
6767153.100,464773.490,61.0376205,-069.6520863,33.352
6767151.133,464774.937,61.0376030,-069.6520591,33.238
6767148.706,464775.709,61.0375812,-069.6520444,32.959
6767147.817,464775.929,61.0375733,-069.6520401,33.247
6767147.323,464778.069,61.0375690,-069.6520004,33.315
6767145.459,464778.784,61.0375524,-069.6519869,33.252
6767143.820,464779.232,61.0375377,-069.6519783,33.207
6767140.785,464781.505,61.0375107,-069.6519356,33.208
6767139.234,464781.554,61.0374967,-069.6519344,32.719
6767137.939,464781.529,61.0374851,-069.6519347,32.786
6767135.826,464783.489,61.0374663,-069.6518980,33.007
6767134.765,464784.921,61.0374569,-069.6518713,32.915
6767133.745,464784.812,61.0374477,-069.6518731,32.752
6767132.706,464787.197,61.0374386,-069.6518288,32.693
6767130.024,464787.966,61.0374146,-069.6518140,32.578
6767127.907,464789.066,61.0373957,-069.6517933,30.708
6767126.307,464790.201,61.0373815,-069.6517720,32.499
6767124.860,464791.230,61.0373686,-069.6517527,32.197
6767123.916,464792.499,61.0373602,-069.6517290,32.306
6767120.859,464793.168,61.0373328,-069.6517161,32.115
6767119.700,464795.460,61.0373226,-069.6516734,31.994
6767118.645,464796.273,61.0373132,-069.6516582,32.102
6767118.615,464797.959,61.0373131,-069.6516270,32.010
6767116.842,464799.836,61.0372973,-069.6515919,32.152
6767115.185,464800.854,61.0372826,-069.6515728,31.948
6767114.236,464801.884,61.0372741,-069.6515535,32.006
6767113.405,464803.962,61.0372669,-069.6515149,31.903
6767112.430,464805.702,61.0372583,-069.6514825,32.019
6767110.977,464807.464,61.0372454,-069.6514496,32.007
6767109.834,464808.127,61.0372352,-069.6514372,31.638
6767110.021,464811.209,61.0372371,-069.6513801,31.631
6767108.647,464811.972,61.0372249,-069.6513658,31.222
6767107.635,464813.012,61.0372159,-069.6513463,31.136
6767107.411,464814.972,61.0372140,-069.6513100,31.393
6767106.907,464817.552,61.0372097,-069.6512622,31.446
6767104.637,464819.275,61.0371895,-069.6512299,30.876
6767103.794,464819.338,61.0371819,-069.6512285,30.811
6767105.007,464821.167,61.0371930,-069.6511949,30.714
6767102.125,464823.429,61.0371673,-069.6511525,30.365
6767101.469,464825.933,61.0371617,-069.6511060,30.078
6767101.085,464825.963,61.0371582,-069.6511054,29.356
6767101.078,464827.319,61.0371583,-069.6510803,29.713
6767099.181,464829.442,61.0371414,-069.6510407,29.425
6767096.465,464831.687,61.0371173,-069.6509986,27.510
6767096.810,464832.938,61.0371205,-069.6509755,27.592
6767095.716,464836.437,61.0371110,-069.6509106,28.556
6767094.457,464838.477,61.0370998,-069.6508726,28.640
6767093.577,464840.375,61.0370921,-069.6508373,28.282
6767093.464,464841.476,61.0370912,-069.6508169,28.357
6767091.039,464844.616,61.0370697,-069.6507583,28.456
6767090.325,464847.141,61.0370635,-069.6507114,28.106
6767089.994,464848.354,61.0370607,-069.6506889,28.348
6767088.933,464849.111,61.0370512,-069.6506747,28.097
6767086.746,464850.807,61.0370317,-069.6506429,28.115
6767086.729,464853.187,61.0370318,-069.6505989,28.240
6767085.917,464853.993,61.0370246,-069.6505838,28.275
6767086.107,464856.091,61.0370264,-069.6505450,28.528
6767083.606,464857.905,61.0370042,-069.6505110,28.367
6767083.123,464859.572,61.0370000,-069.6504800,25.868
6767083.417,464860.906,61.0370027,-069.6504554,26.738
6767081.228,464862.781,61.0369832,-069.6504203,26.921
6767080.859,464865.208,61.0369802,-069.6503753,28.902
6767079.603,464865.734,61.0369689,-069.6503653,28.798
6767078.475,464867.540,61.0369590,-069.6503317,29.252
6767077.647,464868.581,61.0369516,-069.6503123,27.315
6767076.496,464872.030,61.0369416,-069.6502482,29.423
6767075.475,464874.623,61.0369327,-069.6502000,29.041
6767074.227,464876.264,61.0369216,-069.6501694,28.719
6767075.013,464877.392,61.0369288,-069.6501487,29.271
6767073.099,464879.933,61.0369118,-069.6501013,27.656
6767071.674,464882.030,61.0368992,-069.6500622,28.012
6767073.357,464882.846,61.0369144,-069.6500474,28.191
6767070.940,464887.183,61.0368931,-069.6499667,28.059
6767070.592,464888.774,61.0368901,-069.6499372,27.591
6767069.920,464890.306,61.0368842,-069.6499087,27.745
6767070.643,464892.043,61.0368908,-069.6498767,27.542
6767070.011,464893.925,61.0368853,-069.6498418,27.132
6767068.414,464896.039,61.0368712,-069.6498023,27.121
6767067.718,464897.951,61.0368651,-069.6497668,27.089
6767067.382,464899.666,61.0368622,-069.6497350,27.050
6767067.046,464900.789,61.0368593,-069.6497142,27.025
6767066.810,464902.654,61.0368574,-069.6496796,26.971
6767065.591,464904.635,61.0368466,-069.6496427,26.614
6767064.495,464906.958,61.0368370,-069.6495995,26.107
6767065.811,464908.194,61.0368489,-069.6495769,26.028
6767064.750,464909.573,61.0368395,-069.6495512,25.929
6767063.004,464911.296,61.0368240,-069.6495190,25.814
6767061.737,464913.524,61.0368128,-069.6494775,25.654
6767061.288,464915.074,61.0368089,-069.6494487,25.199
6767060.051,464918.182,61.0367981,-069.6493910,24.984
6767059.103,464920.364,61.0367898,-069.6493504,25.004
6767058.642,464921.830,61.0367857,-069.6493232,24.999
6767057.715,464925.185,61.0367777,-069.6492609,25.028
6767056.783,464926.572,61.0367695,-069.6492351,24.949
6767056.668,464928.515,61.0367686,-069.6491991,25.301
6767055.368,464930.171,61.0367571,-069.6491682,25.305
6767055.142,464931.756,61.0367552,-069.6491388,25.282
6767054.485,464933.050,61.0367494,-069.6491147,25.307
6767053.163,464935.650,61.0367378,-069.6490664,25.463
6767052.997,464937.558,61.0367365,-069.6490310,25.655
6767052.008,464938.870,61.0367277,-069.6490066,25.828
6767052.073,464940.632,61.0367285,-069.6489740,26.031
6767051.848,464942.772,61.0367266,-069.6489343,25.944
6767051.233,464944.251,61.0367212,-069.6489068,26.356
6767050.149,464946.138,61.0367117,-069.6488717,26.470
6767049.871,464947.804,61.0367093,-069.6488408,26.442
6767049.620,464949.229,61.0367072,-069.6488144,26.207
6767049.795,464950.332,61.0367089,-069.6487940,26.280
6767047.963,464953.561,61.0366927,-069.6487339,26.404
6767047.305,464955.508,61.0366870,-069.6486977,26.070
6767047.982,464956.768,61.0366932,-069.6486745,26.223
6767046.851,464958.859,61.0366832,-069.6486356,26.089
6767047.123,464960.360,61.0366858,-069.6486079,26.008
6767046.296,464962.085,61.0366785,-069.6485758,25.861
6767045.598,464964.220,61.0366724,-069.6485362,25.906
6767045.636,464965.530,61.0366729,-069.6485119,25.766
6767045.237,464967.743,61.0366695,-069.6484709,25.364
6767044.277,464969.340,61.0366610,-069.6484412,25.212
6767043.684,464971.238,61.0366559,-069.6484059,25.042
6767043.168,464973.034,61.0366514,-069.6483726,24.497
6767042.567,464976.371,61.0366463,-069.6483107,24.590
6767041.792,464978.577,61.0366395,-069.6482697,24.231
6767041.237,464980.549,61.0366347,-069.6482331,24.521
6767040.661,464981.952,61.0366297,-069.6482070,24.342
6767040.440,464983.649,61.0366278,-069.6481756,24.401
6767040.497,464985.662,61.0366285,-069.6481384,24.502
6767039.269,464987.848,61.0366177,-069.6480977,24.438
6767039.035,464989.591,61.0366158,-069.6480654,24.650
6767038.143,464991.291,61.0366079,-069.6480337,24.374
6767038.535,464993.032,61.0366116,-069.6480016,24.703
6767037.743,464994.386,61.0366046,-069.6479764,24.882
6767037.140,464996.584,61.0365994,-069.6479356,24.890
6767035.264,464998.509,61.0365827,-069.6478996,24.899
6767035.506,465000.434,61.0365850,-069.6478640,24.935
6767036.408,465002.173,61.0365933,-069.6478320,25.308
6767035.954,465002.890,61.0365893,-069.6478186,25.393
6767033.160,465005.370,61.0365644,-069.6477722,25.301
6767033.927,465007.195,61.0365715,-069.6477386,25.394
6767033.503,465009.370,61.0365679,-069.6476983,25.684
6767032.267,465011.140,61.0365569,-069.6476653,26.049
6767031.841,465012.894,61.0365532,-069.6476327,26.189
6767032.170,465014.421,61.0365563,-069.6476045,26.156
6767031.444,465016.255,61.0365500,-069.6475704,26.094
6767030.772,465018.332,61.0365441,-069.6475319,26.292
6767030.365,465019.489,61.0365406,-069.6475104,26.213
6767028.993,465023.385,61.0365286,-069.6474380,26.408
6767027.777,465025.614,61.0365179,-069.6473965,26.456
6767027.973,465027.727,61.0365198,-069.6473575,26.338
6767027.313,465029.293,61.0365141,-069.6473284,26.426
6767026.866,465031.242,61.0365102,-069.6472922,26.234
6767027.249,465033.181,61.0365138,-069.6472564,26.251
6767027.244,465035.007,61.0365139,-069.6472226,26.225
6767025.270,465037.151,61.0364964,-069.6471825,26.060
6767026.850,465037.455,61.0365106,-069.6471772,25.906
6767026.055,465040.366,61.0365037,-069.6471232,26.019
6767023.879,465042.319,61.0364844,-069.6470866,26.080
6767023.430,465043.819,61.0364805,-069.6470588,26.498
6767023.519,465045.767,61.0364814,-069.6470227,26.254
6767023.061,465046.849,61.0364774,-069.6470026,26.253
6767022.493,465049.431,61.0364726,-069.6469547,26.329
6767021.452,465050.836,61.0364633,-069.6469286,26.203
6767022.165,465052.929,61.0364699,-069.6468899,26.215
6767021.672,465054.389,61.0364656,-069.6468628,26.395
6767019.162,465056.574,61.0364433,-069.6468219,26.091
6767019.398,465057.818,61.0364455,-069.6467989,26.200
6767020.390,465059.515,61.0364546,-069.6467677,26.226
6767019.416,465061.198,61.0364460,-069.6467364,26.286
6767018.108,465063.690,61.0364345,-069.6466900,26.269
6767017.703,465065.339,61.0364310,-069.6466594,26.073
6767017.435,465067.255,61.0364287,-069.6466239,26.062
6767017.129,465068.466,61.0364261,-069.6466015,26.190
6767015.740,465070.188,61.0364138,-069.6465693,26.014
6767014.943,465072.091,61.0364068,-069.6465340,26.003
6767015.334,465073.868,61.0364105,-069.6465011,26.241
6767014.035,465075.437,61.0363989,-069.6464718,26.107
6767013.468,465077.335,61.0363940,-069.6464366,26.138
6767013.087,465079.099,61.0363908,-069.6464039,26.160
6767012.791,465080.625,61.0363882,-069.6463756,26.004
6767011.488,465081.981,61.0363767,-069.6463503,26.100
6767010.256,465083.275,61.0363657,-069.6463261,25.958
6767009.795,465085.403,61.0363618,-069.6462866,26.252
6767009.786,465086.991,61.0363618,-069.6462572,26.139
6767008.253,465088.412,61.0363482,-069.6462306,26.194
6767006.993,465090.573,61.0363371,-069.6461904,26.255
6767006.666,465092.062,61.0363343,-069.6461628,26.397
6767005.587,465093.320,61.0363247,-069.6461393,26.317
6767004.938,465095.725,61.0363191,-069.6460947,26.322
6767004.298,465096.589,61.0363134,-069.6460786,26.212
6767004.204,465098.944,61.0363128,-069.6460350,26.161
6767002.557,465100.333,61.0362981,-069.6460090,26.143
6767002.244,465102.255,61.0362955,-069.6459733,26.129
6767001.794,465103.901,61.0362916,-069.6459428,25.939
6767000.970,465105.867,61.0362844,-069.6459062,26.091
6766999.908,465106.814,61.0362749,-069.6458885,26.107
6766999.050,465109.009,61.0362674,-069.6458477,26.043
6766999.219,465110.670,61.0362691,-069.6458170,26.046
6766998.646,465113.113,61.0362641,-069.6457717,25.949
6766997.489,465113.984,61.0362538,-069.6457554,26.106
6766996.891,465115.646,61.0362486,-069.6457245,26.223
6766996.712,465117.044,61.0362471,-069.6456986,26.065
6766995.897,465118.806,61.0362399,-069.6456658,26.277
6766995.759,465119.848,61.0362388,-069.6456465,26.105
6766995.644,465121.166,61.0362379,-069.6456221,26.215
6766994.510,465122.891,61.0362279,-069.6455900,26.124
6766993.594,465124.442,61.0362198,-069.6455611,26.156
6766994.134,465125.361,61.0362247,-069.6455442,26.068
6766992.847,465127.125,61.0362133,-069.6455113,26.270
6766992.467,465128.121,61.0362100,-069.6454928,26.035
6766991.910,465129.595,61.0362051,-069.6454654,26.131
6766991.528,465131.393,61.0362018,-069.6454320,25.955
6766990.381,465131.896,61.0361916,-069.6454225,26.232
6766991.891,465132.774,61.0362052,-069.6454065,26.299
6766990.471,465134.438,61.0361926,-069.6453755,26.731
6766988.163,465136.787,61.0361721,-069.6453316,26.362
6766988.804,465137.096,61.0361779,-069.6453260,26.336
6766989.073,465138.334,61.0361804,-069.6453031,26.373
6766986.072,465140.385,61.0361537,-069.6452646,26.297
6766987.102,465142.128,61.0361631,-069.6452325,26.442
6766986.593,465142.585,61.0361585,-069.6452240,26.361
6766986.286,465143.906,61.0361559,-069.6451995,26.222
6766983.782,465146.089,61.0361336,-069.6451586,26.020
6766984.784,465147.445,61.0361427,-069.6451337,26.227
6766984.078,465147.757,61.0361364,-069.6451278,26.285
6766983.458,465149.175,61.0361310,-069.6451014,25.974
6766981.931,465150.674,61.0361174,-069.6450734,25.819
6766981.925,465151.890,61.0361174,-069.6450509,25.768
6766981.728,465153.736,61.0361158,-069.6450167,25.762
6766980.754,465154.795,61.0361072,-069.6449969,25.787
6766979.934,465155.759,61.0360999,-069.6449789,25.878
6766980.267,465156.982,61.0361030,-069.6449564,25.869
6766979.259,465158.829,61.0360941,-069.6449220,25.837
6766977.677,465160.086,61.0360800,-069.6448984,25.841
6766977.761,465161.235,61.0360809,-069.6448772,25.709
6766977.327,465162.590,61.0360771,-069.6448520,25.450
6766976.745,465163.927,61.0360720,-069.6448272,25.546
6766976.117,465165.497,61.0360665,-069.6447980,25.555
6766975.439,465167.007,61.0360606,-069.6447699,25.511
6766973.150,465170.600,61.0360403,-069.6447030,25.675
6766973.890,465171.963,61.0360471,-069.6446779,25.687
6766973.281,465172.901,61.0360417,-069.6446604,25.704
6766970.357,465174.259,61.0360156,-069.6446348,25.557
6766971.442,465175.580,61.0360254,-069.6446105,25.808
6766971.506,465176.252,61.0360261,-069.6445981,25.677
6766970.368,465177.027,61.0360159,-069.6445835,25.708
6766969.726,465177.408,61.0360102,-069.6445764,25.653
6766969.279,465178.762,61.0360063,-069.6445512,25.495
6766968.118,465180.035,61.0359960,-069.6445275,25.550
6766968.057,465180.388,61.0359955,-069.6445209,25.607
6766967.512,465181.859,61.0359907,-069.6444936,25.597
6766965.594,465182.911,61.0359736,-069.6444738,25.543
6766965.831,465183.461,61.0359758,-069.6444636,25.387
6766965.179,465184.811,61.0359700,-069.6444385,25.382
6766963.433,465185.828,61.0359544,-069.6444194,25.607
6766962.989,465186.207,61.0359505,-069.6444123,25.447
6766963.329,465186.743,61.0359536,-069.6444024,25.663
6766962.280,465187.609,61.0359442,-069.6443862,25.430
6766960.988,465188.515,61.0359327,-069.6443692,25.212
6766960.483,465188.560,61.0359282,-069.6443683,25.093
6766959.748,465190.617,61.0359218,-069.6443301,25.120
6766958.569,465191.151,61.0359112,-069.6443200,25.308
6766958.212,465192.398,61.0359081,-069.6442968,25.068
6766957.358,465192.278,61.0359005,-069.6442989,25.054
6766956.752,465193.529,61.0358951,-069.6442756,25.203
6766955.230,465194.449,61.0358816,-069.6442583,25.212
6766955.529,465195.256,61.0358843,-069.6442434,25.138
6766954.043,465195.756,61.0358710,-069.6442339,25.130
6766952.807,465196.876,61.0358600,-069.6442130,24.748
6766952.767,465197.622,61.0358597,-069.6441992,24.947
6766952.166,465198.409,61.0358544,-069.6441845,24.875
6766950.631,465199.397,61.0358407,-069.6441659,24.873
6766950.602,465199.749,61.0358405,-069.6441594,24.876
6766949.041,465200.827,61.0358266,-069.6441392,24.768
6766947.829,465201.403,61.0358157,-069.6441283,24.812
6766948.120,465202.316,61.0358184,-069.6441114,24.972
6766946.812,465202.869,61.0358067,-069.6441009,24.767
6766945.723,465203.942,61.0357971,-069.6440809,24.440
6766944.897,465204.819,61.0357897,-069.6440645,24.449
6766944.565,465205.506,61.0357868,-069.6440517,24.184
6766943.279,465206.475,61.0357753,-069.6440336,23.678
6766942.183,465206.922,61.0357655,-069.6440251,23.636
6766941.630,465207.988,61.0357607,-069.6440053,23.456
6766940.814,465208.537,61.0357534,-069.6439950,23.117
6766939.733,465209.517,61.0357438,-069.6439766,22.809
6766939.160,465209.964,61.0357387,-069.6439683,22.750
6766937.881,465210.914,61.0357273,-069.6439504,22.668
6766937.254,465211.734,61.0357217,-069.6439351,22.617
6766936.501,465212.367,61.0357150,-069.6439233,22.500
6766935.080,465212.759,61.0357023,-069.6439158,22.469
6766934.271,465213.262,61.0356951,-069.6439063,22.515
6766933.786,465214.532,61.0356908,-069.6438827,22.472
6766932.389,465215.073,61.0356783,-069.6438725,22.430
6766931.676,465215.586,61.0356720,-069.6438628,22.620
6766930.903,465216.343,61.0356651,-069.6438487,22.507
6766928.475,465217.854,61.0356434,-069.6438203,22.437
6766928.922,465217.840,61.0356475,-069.6438206,22.482
6766927.965,465218.478,61.0356389,-069.6438086,22.584
6766926.264,465218.795,61.0356237,-069.6438024,22.733
6766926.211,465219.671,61.0356233,-069.6437862,22.526
6766925.097,465220.617,61.0356134,-069.6437685,22.280
6766923.448,465221.538,61.0355986,-069.6437512,22.046
6766923.205,465222.245,61.0355965,-069.6437380,22.009
6766920.901,465222.925,61.0355759,-069.6437250,22.143
6766920.916,465223.262,61.0355761,-069.6437188,22.090
6766919.988,465224.244,61.0355678,-069.6437005,22.141
6766918.403,465225.095,61.0355537,-069.6436844,21.996
6766917.526,465225.328,61.0355458,-069.6436799,22.296
6766916.686,465225.781,61.0355383,-069.6436714,22.747
6766915.435,465226.431,61.0355271,-069.6436591,22.486
6766914.490,465226.413,61.0355187,-069.6436593,22.226
6766913.019,465226.819,61.0355055,-069.6436515,22.373
6766912.252,465226.935,61.0354986,-069.6436492,22.614
6766911.044,465227.047,61.0354878,-069.6436469,22.607
6766909.762,465227.010,61.0354763,-069.6436474,22.417
6766909.170,465227.422,61.0354710,-069.6436397,22.304
6766907.125,465227.749,61.0354526,-069.6436332,22.494
6766906.499,465227.842,61.0354470,-069.6436314,22.704
6766905.681,465227.858,61.0354397,-069.6436310,22.773
6766904.488,465228.484,61.0354290,-069.6436191,22.925
6766903.471,465228.744,61.0354199,-069.6436142,22.798
6766902.565,465229.317,61.0354119,-069.6436034,22.414
6766901.621,465229.905,61.0354034,-069.6435923,22.426
6766901.117,465229.968,61.0353989,-069.6435911,22.484
6766899.850,465230.909,61.0353876,-069.6435734,21.996
6766898.966,465231.191,61.0353797,-069.6435680,22.100
6766898.120,465231.564,61.0353721,-069.6435610,22.247
6766897.094,465232.684,61.0353630,-069.6435401,21.916
6766896.752,465233.110,61.0353600,-069.6435321,22.115
6766895.830,465233.420,61.0353517,-069.6435262,21.884
6766895.270,465234.511,61.0353468,-069.6435059,21.792
6766893.997,465235.510,61.0353355,-069.6434872,21.598
6766893.770,465235.895,61.0353335,-069.6434800,21.738
6766893.086,465236.588,61.0353274,-069.6434671,21.769
6766892.355,465237.581,61.0353209,-069.6434486,21.662
6766892.161,465238.523,61.0353193,-069.6434311,21.643
6766890.282,465239.415,61.0353025,-069.6434143,21.306
6766890.433,465240.348,61.0353039,-069.6433970,21.291
6766889.845,465241.079,61.0352987,-069.6433834,21.314
6766888.845,465242.177,61.0352898,-069.6433629,21.307
