Northing,Easting,Lat (DD),Long (DD),Depth (Proc)
6765834.511,463411.967,61.0256591,-069.6770354,40.651
6765836.792,463411.093,61.0256795,-069.6770520,40.829
6765838.699,463406.889,61.0256963,-069.6771301,40.513
6765838.818,463409.017,61.0256975,-069.6770908,40.871
6765838.499,463407.113,61.0256945,-069.6771259,41.413
6765840.122,463406.913,61.0257090,-069.6771300,41.568
6765841.117,463403.359,61.0257176,-069.6771959,41.062
6765839.793,463402.933,61.0257057,-069.6772035,41.190
6765844.002,463399.595,61.0257432,-069.6772661,40.320
6765840.414,463404.612,61.0257114,-069.6771726,40.668
6765844.127,463400.439,61.0257444,-069.6772505,40.958
6765844.332,463402.277,61.0257464,-069.6772165,40.821
6765846.562,463397.076,61.0257659,-069.6773132,41.237
6765844.734,463397.265,61.0257495,-069.6773094,41.528
6765846.847,463396.048,61.0257684,-069.6773323,41.618
6765848.882,463396.109,61.0257867,-069.6773315,41.759
6765848.823,463394.406,61.0257860,-069.6773630,41.681
6765848.352,463394.295,61.0257817,-069.6773650,40.553
6765848.560,463394.579,61.0257836,-069.6773598,40.501
6765852.662,463390.414,61.0258201,-069.6774376,40.789
6765852.606,463391.515,61.0258197,-069.6774172,41.786
6765852.240,463389.855,61.0258162,-069.6774479,42.270
6765852.994,463390.411,61.0258231,-069.6774378,42.358
6765853.813,463386.490,61.0258300,-069.6775105,43.167
6765851.977,463383.842,61.0258133,-069.6775591,43.203
6765855.160,463386.454,61.0258421,-069.6775114,43.108
6765857.974,463384.018,61.0258672,-069.6775570,42.029
6765854.166,463386.332,61.0258332,-069.6775134,41.243
6765855.062,463381.725,61.0258408,-069.6775989,42.795
6765861.252,463380.559,61.0258963,-069.6776216,42.743
6765858.015,463377.631,61.0258669,-069.6776752,43.008
6765857.993,463379.132,61.0258669,-069.6776474,43.020
6765862.746,463375.642,61.0259092,-069.6777129,42.744
6765859.525,463374.227,61.0258802,-069.6777384,42.177
6765858.953,463372.082,61.0258749,-069.6777780,41.944
6765863.132,463372.847,61.0259124,-069.6777647,42.334
6765864.514,463373.771,61.0259249,-069.6777478,42.332
6765864.854,463372.357,61.0259279,-069.6777741,42.927
6765861.624,463370.530,61.0258987,-069.6778073,42.808
6765865.500,463367.282,61.0259332,-069.6778681,42.982
6765865.188,463370.295,61.0259307,-069.6778123,43.176
6765869.388,463369.025,61.0259682,-069.6778366,43.106
6765869.447,463365.171,61.0259684,-069.6779079,43.348
6765871.717,463364.126,61.0259887,-069.6779277,43.029
6765872.759,463363.985,61.0259980,-069.6779305,43.027
6765870.638,463362.306,61.0259788,-069.6779611,43.488
6765871.938,463362.527,61.0259905,-069.6779573,44.303
6765873.626,463362.216,61.0260057,-069.6779634,44.493
6765872.776,463361.124,61.0259979,-069.6779834,44.824
6765874.234,463359.609,61.0260109,-069.6780117,44.614
6765874.437,463360.376,61.0260128,-069.6779976,44.577
6765876.142,463358.369,61.0260279,-069.6780351,44.970
6765880.839,463355.946,61.0260698,-069.6780808,43.787
6765879.197,463355.539,61.0260551,-069.6780880,44.269
6765880.406,463356.499,61.0260660,-069.6780705,44.120
6765877.538,463353.044,61.0260399,-069.6781338,44.802
6765881.960,463351.864,61.0260795,-069.6781565,44.432
6765880.322,463352.912,61.0260649,-069.6781368,44.364
6765890.934,463350.641,61.0261600,-069.6781809,41.934
6765880.621,463344.960,61.0260669,-069.6782840,43.802
6765879.435,463347.964,61.0260565,-069.6782282,44.873
6765882.296,463347.789,61.0260822,-069.6782320,44.555
6765883.100,463345.361,61.0260891,-069.6782771,44.606
6765884.860,463346.147,61.0261050,-069.6782629,44.386
6765881.266,463344.905,61.0260726,-069.6782852,44.671
6765884.679,463343.231,61.0261031,-069.6783168,44.793
6765888.144,463343.338,61.0261342,-069.6783155,44.289
6765887.326,463341.521,61.0261267,-069.6783489,44.921
6765887.612,463339.806,61.0261291,-069.6783807,44.680
6765889.151,463339.147,61.0261429,-069.6783932,44.655
6765888.429,463339.195,61.0261364,-069.6783922,44.962
6765887.564,463337.681,61.0261285,-069.6784200,45.069
6765887.123,463337.720,61.0261245,-069.6784192,46.018
6765888.449,463337.238,61.0261364,-069.6784284,44.929
6765893.160,463331.660,61.0261782,-069.6785325,45.035
6765890.247,463336.842,61.0261525,-069.6784361,44.830
6765893.756,463333.850,61.0261837,-069.6784921,45.101
6765893.922,463330.746,61.0261849,-069.6785496,45.583
6765892.644,463329.717,61.0261734,-069.6785684,45.261
6765893.752,463329.366,61.0261833,-069.6785751,45.063
6765892.970,463329.054,61.0261762,-069.6785807,45.180
6765891.810,463329.501,61.0261659,-069.6785722,45.023
6765892.742,463331.346,61.0261744,-069.6785382,45.021
6765892.700,463328.002,61.0261737,-069.6786001,45.315
6765898.163,463325.606,61.0262225,-069.6786455,45.754
6765900.148,463326.831,61.0262405,-069.6786232,45.707
6765900.157,463324.657,61.0262403,-069.6786634,45.703
6765902.119,463321.922,61.0262577,-069.6787144,46.213
6765905.326,463314.904,61.0262858,-069.6788449,44.425
6765897.021,463319.930,61.0262118,-069.6787503,46.604
6765904.248,463317.903,61.0262764,-069.6787892,45.117
6765902.727,463321.182,61.0262631,-069.6787282,44.889
6765903.933,463315.023,61.0262733,-069.6788424,45.623
6765904.346,463318.947,61.0262774,-069.6787699,45.644
6765903.059,463316.890,61.0262657,-069.6788077,46.237
6765912.620,463314.363,61.0263513,-069.6788563,45.628
6765911.695,463310.028,61.0263426,-069.6789363,45.084
6765908.022,463314.040,61.0263100,-069.6788614,46.219
6765909.895,463311.883,61.0263266,-069.6789017,46.055
6765910.990,463310.343,61.0263363,-069.6789304,45.719
6765912.172,463308.946,61.0263467,-069.6789564,45.804
6765910.528,463309.273,61.0263320,-069.6789501,47.205
6765911.864,463309.757,61.0263440,-069.6789414,46.566
6765911.354,463306.631,61.0263392,-069.6789991,46.141
6765913.188,463306.334,61.0263556,-069.6790050,45.610
6765912.263,463305.711,61.0263473,-069.6790163,46.573
6765912.563,463305.702,61.0263500,-069.6790165,46.569
6765915.445,463303.546,61.0263756,-069.6790570,46.728
6765920.333,463299.311,61.0264191,-069.6791363,46.315
6765917.956,463298.345,61.0263977,-069.6791537,46.538
6765916.182,463301.971,61.0263821,-069.6790863,46.717
6765918.383,463298.402,61.0264015,-069.6791527,46.886
6765918.862,463296.543,61.0264056,-069.6791872,47.045
6765918.119,463305.354,61.0263998,-069.6790240,46.788
6765922.405,463297.075,61.0264375,-069.6791781,47.911
6765921.195,463299.239,61.0264268,-069.6791378,47.438
6765919.276,463294.181,61.0264091,-069.6792310,47.524
6765920.746,463294.580,61.0264224,-069.6792239,47.461
6765928.686,463285.869,61.0264928,-069.6793866,45.805
6765923.046,463291.248,61.0264427,-069.6792860,47.136
6765925.669,463288.807,61.0264660,-069.6793317,47.310
6765923.456,463290.512,61.0264463,-069.6792997,47.048
6765925.671,463291.727,61.0264663,-069.6792776,46.864
6765924.177,463286.797,61.0264525,-069.6793686,46.957
6765921.972,463284.681,61.0264325,-069.6794073,47.091
6765925.989,463287.522,61.0264688,-069.6793555,46.841
6765922.872,463285.291,61.0264406,-069.6793962,48.101
6765925.025,463285.081,61.0264599,-069.6794005,47.272
6765927.411,463280.272,61.0264809,-069.6794899,46.665
6765926.246,463276.272,61.0264700,-069.6795637,45.991
6765927.792,463280.434,61.0264843,-069.6794870,46.409
6765924.374,463280.105,61.0264536,-069.6794924,46.786
6765929.301,463276.449,61.0264975,-069.6795610,47.362
6765929.049,463274.880,61.0264951,-069.6795900,47.473
6765930.739,463276.303,61.0265104,-069.6795640,47.126
6765930.995,463275.609,61.0265126,-069.6795769,47.123
6765931.535,463275.218,61.0265174,-069.6795842,47.119
6765932.670,463271.028,61.0265272,-069.6796620,47.147
6765933.599,463270.096,61.0265355,-069.6796794,47.377
6765932.590,463271.916,61.0265266,-069.6796455,47.688
6765933.453,463268.098,61.0265340,-069.6797163,49.231
6765935.902,463265.203,61.0265557,-069.6797704,48.237
6765935.169,463266.403,61.0265492,-069.6797480,48.152
6765934.335,463266.178,61.0265417,-069.6797520,48.353
6765935.540,463263.821,61.0265523,-069.6797959,47.222
6765938.245,463261.440,61.0265764,-069.6798405,47.759
6765936.516,463261.450,61.0265609,-069.6798399,47.289
6765937.020,463263.880,61.0265656,-069.6797951,47.413
6765938.621,463258.487,61.0265795,-069.6798952,47.278
6765941.699,463257.680,61.0266070,-069.6799107,48.130
6765937.009,463261.288,61.0265653,-069.6798430,48.380
6765940.194,463255.685,61.0265933,-069.6799473,48.723
6765935.717,463260.259,61.0265536,-069.6798618,49.742
6765940.808,463255.565,61.0265988,-069.6799497,48.218
6765940.781,463254.475,61.0265985,-069.6799698,48.023
6765947.804,463251.785,61.0266613,-069.6800209,47.380
6765946.834,463249.351,61.0266524,-069.6800658,48.273
6765943.911,463249.915,61.0266262,-069.6800548,48.607
6765945.980,463246.790,61.0266445,-069.6801130,49.115
6765948.354,463248.617,61.0266659,-069.6800797,48.164
6765947.217,463240.691,61.0266550,-069.6802261,47.528
6765950.898,463244.522,61.0266884,-069.6801559,47.964
6765952.792,463243.517,61.0267053,-069.6801749,48.058
6765948.645,463244.567,61.0266682,-069.6801547,48.325
6765947.682,463243.854,61.0266595,-069.6801677,48.334
6765950.635,463242.219,61.0266858,-069.6801985,48.710
6765953.472,463241.338,61.0267112,-069.6802153,49.174
6765954.155,463240.682,61.0267173,-069.6802276,48.867
6765953.391,463238.643,61.0267102,-069.6802652,49.090
6765958.895,463238.431,61.0267596,-069.6802702,48.670
6765954.578,463239.321,61.0267209,-069.6802529,49.095
6765952.905,463239.332,61.0267059,-069.6802523,48.633
6765953.995,463234.581,61.0267153,-069.6803405,49.132
6765956.107,463232.193,61.0267340,-069.6803850,48.986
6765955.838,463237.151,61.0267321,-069.6802933,49.082
6765956.955,463231.676,61.0267416,-069.6803948,49.490
6765957.579,463231.137,61.0267471,-069.6804049,49.461
6765959.573,463229.715,61.0267649,-069.6804316,49.458
6765959.834,463232.842,61.0267675,-069.6803738,49.445
6765958.611,463232.024,61.0267565,-069.6803887,49.589
6765963.801,463225.724,61.0268025,-069.6805062,49.948
6765962.884,463227.984,61.0267945,-069.6804642,49.834
6765968.733,463230.219,61.0268472,-069.6804240,49.928
6765966.391,463225.219,61.0268257,-069.6805161,50.293
6765971.399,463229.699,61.0268711,-069.6804341,49.428
6765973.662,463222.653,61.0268907,-069.6805650,49.817
6765967.337,463225.080,61.0268342,-069.6805188,50.449
6765971.968,463222.233,61.0268755,-069.6805724,50.916
6765969.338,463220.462,61.0268517,-069.6806047,50.548
6765972.991,463220.255,61.0268845,-069.6806092,50.913
6765971.419,463219.251,61.0268703,-069.6806275,50.857
6765973.549,463220.035,61.0268894,-069.6806134,50.865
6765974.411,463215.644,61.0268968,-069.6806948,51.412
6765977.713,463214.858,61.0269263,-069.6807100,51.080
6765969.308,463214.136,61.0268508,-069.6807217,49.697
6765980.626,463213.903,61.0269524,-069.6807282,50.701
6765979.233,463213.502,61.0269399,-069.6807354,50.825
6765979.447,463210.110,61.0269415,-069.6807981,50.814
6765979.563,463209.393,61.0269424,-069.6808114,51.322
6765982.085,463208.673,61.0269650,-069.6808253,51.337
6765983.645,463208.423,61.0269790,-069.6808302,51.524
6765983.498,463206.582,61.0269775,-069.6808642,51.680
6765982.254,463204.696,61.0269662,-069.6808989,51.962
6765979.471,463204.744,61.0269412,-069.6808974,51.675
6765984.534,463200.867,61.0269863,-069.6809702,51.893
6765983.156,463209.433,61.0269747,-069.6808114,50.215
6765982.719,463204.202,61.0269703,-069.6809081,51.373
6765985.402,463198.396,61.0269938,-069.6810160,51.578
6765987.409,463200.569,61.0270121,-069.6809762,51.595
6765986.448,463199.692,61.0270034,-069.6809923,52.065
6765988.498,463198.961,61.0270217,-069.6810062,52.058
6765985.254,463199.760,61.0269926,-069.6809908,51.637
6765989.809,463198.690,61.0270334,-069.6810115,52.930
6765992.525,463194.039,61.0270574,-069.6810980,51.986
6765992.046,463195.917,61.0270533,-069.6810632,52.163
6765996.830,463193.136,61.0270959,-069.6811156,52.129
6765995.755,463195.856,61.0270865,-069.6810650,53.081
6765992.317,463194.424,61.0270555,-069.6810909,53.137
6765991.677,463194.021,61.0270498,-069.6810982,53.216
6765996.470,463191.597,61.0270926,-069.6811440,53.562
6765997.552,463188.118,61.0271020,-069.6812086,53.566
6765997.862,463185.322,61.0271045,-069.6812604,53.372
6765996.154,463184.549,61.0270891,-069.6812743,53.516
6766001.075,463186.923,61.0271335,-069.6812314,53.837
6766003.928,463185.711,61.0271590,-069.6812543,53.658
6766004.574,463180.618,61.0271643,-069.6813487,54.014
6766001.556,463183.017,61.0271374,-069.6813037,54.346
6766001.506,463183.537,61.0271370,-069.6812941,54.258
6766000.686,463179.595,61.0271293,-069.6813669,54.545
6766003.439,463182.445,61.0271543,-069.6813147,54.458
6766005.994,463178.496,61.0271768,-069.6813882,54.729
6766006.355,463176.378,61.0271799,-069.6814275,54.829
6766007.741,463175.588,61.0271923,-069.6814424,55.183
6766009.130,463173.385,61.0272045,-069.6814834,55.080
6766010.604,463171.635,61.0272176,-069.6815161,55.578
6766011.457,463177.899,61.0272258,-069.6814003,55.432
6766013.551,463176.060,61.0272445,-069.6814348,55.954
6766024.973,463173.250,61.0273467,-069.6814890,53.738
6766013.458,463173.353,61.0272434,-069.6814848,56.000
6766013.630,463175.795,61.0272451,-069.6814397,56.023
6766016.023,463166.059,61.0272657,-069.6816203,55.737
6766014.183,463171.165,61.0272497,-069.6815255,56.174
6766021.001,463168.542,61.0273106,-069.6815753,56.380
6766015.668,463171.320,61.0272630,-069.6815229,56.725
6766017.196,463171.713,61.0272768,-069.6815159,56.153
6766014.924,463165.565,61.0272558,-069.6816292,56.717
6766023.054,463159.537,61.0273282,-069.6817423,56.068
6766022.507,463164.247,61.0273238,-069.6816551,57.084
6766020.725,463162.572,61.0273076,-069.6816857,57.290
6766022.106,463165.983,61.0273203,-069.6816229,57.378
6766042.371,463164.008,61.0275021,-069.6816633,52.250
6766023.941,463164.473,61.0273366,-069.6816512,57.538
6766027.300,463162.377,61.0273666,-069.6816906,57.767
6766026.899,463159.246,61.0273627,-069.6817485,57.435
6766024.503,463156.459,61.0273409,-069.6817996,58.946
6766027.752,463152.121,61.0273697,-069.6818805,57.000
6766026.216,463157.365,61.0273564,-069.6817831,58.624
6766029.997,463160.254,61.0273906,-069.6817304,58.058
6766026.267,463153.752,61.0273565,-069.6818500,58.340
6766035.883,463155.169,61.0274430,-069.6818256,58.116
6766031.646,463160.023,61.0274054,-069.6817350,58.400
6766032.747,463151.098,61.0274144,-069.6819003,58.526
6766029.822,463154.322,61.0273885,-069.6818401,58.733
6766029.419,463157.526,61.0273852,-069.6817808,59.126
6766027.699,463157.189,61.0273697,-069.6817867,58.127
6766031.766,463151.537,61.0274057,-069.6818920,59.454
6766036.030,463149.593,61.0274438,-069.6819288,58.519
6766035.458,463155.548,61.0274392,-069.6818185,58.258
6766039.096,463148.811,61.0274712,-069.6819439,59.568
6766047.624,463143.193,61.0275473,-069.6820495,57.385
6766041.787,463147.746,61.0274953,-069.6819641,59.635
6766038.479,463147.978,61.0274656,-069.6819592,61.025
6766044.685,463143.453,61.0275209,-069.6820441,59.520
6766042.197,463144.598,61.0274987,-069.6820224,60.718
6766041.535,463148.068,61.0274931,-069.6819581,60.923
6766046.206,463142.624,61.0275345,-069.6820597,59.973
6766045.868,463144.469,61.0275316,-069.6820255,61.053
6766046.184,463139.902,61.0275340,-069.6821101,61.328
6766047.206,463142.195,61.0275434,-069.6820679,60.966
6766041.121,463141.837,61.0274888,-069.6820733,60.507
6766048.069,463136.587,61.0275506,-069.6821718,61.468
6766046.562,463135.435,61.0275370,-069.6821928,61.164
6766044.670,463138.115,61.0275203,-069.6821429,61.336
6766048.998,463144.855,61.0275598,-069.6820190,60.619
6766049.329,463135.080,61.0275618,-069.6821999,61.441
6766047.547,463135.872,61.0275459,-069.6821849,61.480
6766051.775,463136.790,61.0275839,-069.6821688,61.551
6766049.969,463129.441,61.0275670,-069.6823044,62.084
6766054.124,463133.693,61.0276047,-069.6822265,61.913
6766053.112,463129.762,61.0275953,-069.6822991,62.131
6766055.498,463127.366,61.0276165,-069.6823439,61.529
6766056.629,463132.824,61.0276271,-069.6822431,61.719
6766061.014,463127.847,61.0276660,-069.6823360,61.400
6766058.886,463123.168,61.0276465,-069.6824222,61.743
6766061.633,463121.782,61.0276710,-069.6824484,63.079
6766056.399,463120.516,61.0276239,-069.6824708,63.387
6766058.255,463125.583,61.0276411,-069.6823774,64.021
6766059.610,463121.702,61.0276529,-069.6824495,63.878
6766061.792,463123.613,61.0276726,-069.6824145,63.979
6766063.177,463125.504,61.0276852,-069.6823798,63.760
6766071.257,463119.922,61.0277573,-069.6824847,63.521
6766068.392,463116.830,61.0277312,-069.6825413,64.108
6766067.597,463122.039,61.0277246,-069.6824448,63.359
6766073.767,463112.449,61.0277791,-069.6826234,63.174
6766069.940,463116.450,61.0277451,-069.6825487,63.848
6766076.485,463122.364,61.0278044,-069.6824405,64.757
6766075.620,463111.644,61.0277956,-069.6826387,63.555
6766070.875,463115.568,61.0277534,-069.6825652,64.439
6766076.163,463112.220,61.0278006,-069.6826281,63.960
6766071.973,463110.033,61.0277628,-069.6826678,64.389
6766077.174,463115.646,61.0278100,-069.6825649,61.161
6766071.911,463111.708,61.0277623,-069.6826368,64.789
6766080.154,463105.239,61.0278357,-069.6827581,64.960
6766083.217,463105.274,61.0278632,-069.6827580,64.050
6766077.009,463109.402,61.0278079,-069.6826804,64.333
6766080.387,463103.699,61.0278377,-069.6827866,65.345
6766081.282,463102.365,61.0278456,-069.6828115,67.042
6766082.652,463107.510,61.0278584,-069.6827165,67.289
6766086.489,463106.723,61.0278928,-069.6827318,66.854
6766082.630,463101.038,61.0278576,-069.6828363,66.028
6766084.379,463101.000,61.0278733,-069.6828373,66.299
6766086.701,463097.439,61.0278938,-069.6829037,66.912
6766084.034,463095.476,61.0278697,-069.6829395,66.688
6766085.276,463095.802,61.0278808,-069.6829337,66.398
6766084.173,463095.632,61.0278709,-069.6829366,66.644
6766088.300,463097.093,61.0279081,-069.6829104,66.877
6766086.216,463098.607,61.0278895,-069.6828819,67.206
6766085.599,463097.223,61.0278839,-069.6829074,67.403
6766091.001,463090.851,61.0279318,-069.6830264,66.973
6766085.726,463092.376,61.0278846,-069.6829972,67.085
6766089.213,463090.291,61.0279157,-069.6830364,68.231
6766089.270,463089.719,61.0279161,-069.6830470,67.606
6766093.324,463093.285,61.0279529,-069.6829818,67.764
6766088.493,463101.864,61.0279103,-069.6828221,67.673
6766091.816,463092.253,61.0279392,-069.6830006,68.178
6766096.318,463088.987,61.0279793,-069.6830619,67.955
6766095.043,463088.249,61.0279678,-069.6830753,67.440
6766087.878,463084.360,61.0279031,-069.6831459,67.442
6766097.395,463087.258,61.0279888,-069.6830941,67.514
6766091.926,463081.690,61.0279392,-069.6831961,68.099
6766099.175,463089.234,61.0280050,-069.6830579,66.869
6766099.068,463082.324,61.0280034,-069.6831857,67.593
6766096.653,463073.388,61.0279809,-069.6833506,66.853
6766095.115,463086.191,61.0279683,-069.6831134,67.322
6766103.387,463077.620,61.0280417,-069.6832736,67.523
6766110.270,463075.468,61.0281033,-069.6833148,67.742
6766099.085,463083.786,61.0280037,-069.6831587,67.962
6766097.015,463074.197,61.0279842,-069.6833357,69.003
6766105.015,463069.614,61.0280556,-069.6834221,68.154
6766107.115,463070.813,61.0280746,-069.6834003,68.313
6766104.243,463072.046,61.0280489,-069.6833769,68.775
6766103.988,463065.256,61.0280460,-069.6835025,68.620
6766109.212,463068.014,61.0280931,-069.6834525,68.678
6766107.173,463067.066,61.0280747,-069.6834696,68.804
6766107.929,463066.173,61.0280814,-069.6834863,68.591
6766110.442,463074.300,61.0281047,-069.6833364,68.111
6766112.126,463062.207,61.0281187,-069.6835605,68.499
6766111.309,463064.010,61.0281116,-069.6835270,68.381
6766113.057,463063.415,61.0281272,-069.6835383,68.082
6766113.130,463060.165,61.0281276,-069.6835985,68.066
6766112.516,463065.741,61.0281226,-069.6834952,68.436
6766123.925,463059.887,61.0282244,-069.6836057,68.063
6766114.344,463063.636,61.0281388,-069.6835345,68.207
6766114.717,463067.049,61.0281424,-069.6834714,67.973
6766110.349,463063.043,61.0281029,-069.6835447,68.213
6766110.830,463057.958,61.0281067,-069.6836389,68.418
6766119.605,463058.629,61.0281855,-069.6836282,68.652
6766122.414,463057.906,61.0282107,-069.6836421,68.453
6766120.094,463052.116,61.0281893,-069.6837488,68.315
6766122.386,463047.765,61.0282095,-069.6838297,67.783
6766119.761,463058.317,61.0281869,-069.6836339,68.906
6766120.055,463049.725,61.0281887,-069.6837930,68.409
6766120.259,463046.733,61.0281903,-069.6838484,67.986
6766121.055,463049.321,61.0281977,-069.6838007,68.561
6766122.709,463048.019,61.0282124,-069.6838251,68.448
6766127.729,463044.606,61.0282572,-069.6838892,69.099
6766125.230,463042.534,61.0282345,-069.6839271,67.764
6766121.428,463045.343,61.0282007,-069.6838744,69.956
6766134.411,463041.549,61.0283169,-069.6839471,67.704
6766126.726,463052.055,61.0282488,-069.6837512,67.578
6766120.715,463040.294,61.0281938,-069.6839676,68.274
6766127.921,463042.763,61.0282587,-069.6839233,68.340
6766131.267,463041.318,61.0282886,-069.6839507,68.523
6766133.734,463040.984,61.0283107,-069.6839574,68.470
6766131.901,463035.017,61.0282937,-069.6840674,68.465
6766132.304,463037.947,61.0282976,-069.6840133,68.845
6766131.539,463037.936,61.0282907,-069.6840134,69.105
6766135.851,463039.359,61.0283296,-069.6839879,69.005
6766132.943,463037.942,61.0283033,-069.6840135,68.929
6766135.619,463039.626,61.0283275,-069.6839829,69.055
6766143.393,463025.548,61.0283960,-069.6842449,67.260
6766138.503,463032.950,61.0283528,-069.6841070,69.196
6766139.061,463034.491,61.0283579,-069.6840786,69.616
6766142.125,463033.892,61.0283854,-069.6840903,69.037
6766140.710,463028.774,61.0283722,-069.6841847,69.026
6766139.578,463038.215,61.0283629,-069.6840097,69.193
6766143.808,463027.905,61.0283999,-069.6842013,69.219
6766139.844,463035.964,61.0283651,-069.6840515,69.193
6766139.212,463030.415,61.0283589,-069.6841540,69.517
6766142.938,463028.076,61.0283921,-069.6841980,69.885
6766150.923,463028.621,61.0284639,-069.6841895,69.101
6766142.705,463024.132,61.0283897,-069.6842710,69.629
6766145.445,463027.591,61.0284146,-069.6842075,69.760
6766143.349,463018.686,61.0283950,-069.6843719,69.330
6766145.273,463012.359,61.0284116,-069.6844893,68.329
6766149.198,463019.670,61.0284475,-069.6843548,70.398
6766146.218,463029.977,61.0284218,-069.6841635,69.620
6766146.635,463017.590,61.0284243,-069.6843928,70.224
6766148.964,463014.580,61.0284450,-069.6844489,69.916
6766151.536,463018.285,61.0284684,-069.6843809,70.060
6766154.046,463017.466,61.0284909,-069.6843965,70.496
6766152.017,463019.907,61.0284729,-069.6843509,70.428
6766154.353,463014.327,61.0284933,-069.6844547,70.566
6766155.154,463008.560,61.0285000,-069.6845615,70.238
6766156.925,463018.642,61.0285168,-069.6843753,70.364
6766154.991,463011.943,61.0284988,-069.6844989,70.873
6766154.694,463016.544,61.0284966,-069.6844137,70.934
6766154.915,463010.626,61.0284980,-069.6845232,70.563
6766154.059,463011.943,61.0284905,-069.6844987,71.225
6766160.526,463006.901,61.0285480,-069.6845933,71.515
6766160.936,463004.973,61.0285515,-069.6846290,71.615
6766154.469,463008.172,61.0284938,-069.6845686,71.260
6766164.625,463005.588,61.0285847,-069.6846183,71.315
6766158.729,463002.331,61.0285315,-069.6846775,71.489
6766157.989,463002.908,61.0285249,-069.6846666,71.081
6766155.243,463004.332,61.0285004,-069.6846398,70.751
6766159.519,463006.745,61.0285390,-069.6845959,71.301
6766164.397,463005.994,61.0285827,-069.6846108,71.272
6766161.495,463004.592,61.0285565,-069.6846362,71.324
6766159.290,463001.829,61.0285365,-069.6846869,70.868
6766191.117,462987.959,61.0288209,-069.6849497,61.923
6766167.430,462996.715,61.0286091,-069.6847831,71.288
6766165.946,463003.694,61.0285964,-069.6846536,71.047
6766164.323,463000.237,61.0285815,-069.6847173,71.354
6766169.346,463000.822,61.0286267,-069.6847074,71.439
6766169.212,462996.530,61.0286251,-069.6847869,71.325
6766161.670,462996.432,61.0285573,-069.6847872,71.488
6766168.382,462995.357,61.0286175,-069.6848084,71.661
6766168.178,462995.324,61.0286157,-069.6848090,71.519
6766165.794,462992.654,61.0285940,-069.6848579,71.363
6766166.954,462993.428,61.0286045,-069.6848438,71.319
6766167.537,462998.633,61.0286102,-069.6847476,70.789
6766161.975,462992.292,61.0285597,-069.6848639,70.998
6766162.263,462989.713,61.0285620,-069.6849116,70.883
6766163.857,462989.903,61.0285764,-069.6849084,70.878
6766160.611,462990.860,61.0285473,-069.6848901,70.614
6766156.591,462988.957,61.0285110,-069.6849245,70.360
6766152.956,462989.867,61.0284785,-069.6849070,69.943
6766159.651,462991.692,61.0285388,-069.6848745,69.611
6766149.790,462990.508,61.0284501,-069.6848945,69.702
6766144.184,462987.044,61.0283995,-069.6849575,69.068
6766145.474,462987.655,61.0284111,-069.6849465,69.072
6766141.493,462992.310,61.0283758,-069.6848596,68.687
6766139.814,462988.069,61.0283603,-069.6849377,68.348
6766138.658,462990.630,61.0283502,-069.6848901,68.078
6766133.185,462983.606,61.0283004,-069.6850190,67.133
6766132.950,462986.558,61.0282986,-069.6849644,67.454
6766128.795,462985.363,61.0282612,-069.6849857,67.243
6766127.463,462985.829,61.0282492,-069.6849768,66.915
6766128.639,462986.863,61.0282599,-069.6849579,67.238
6766124.390,462987.320,61.0282218,-069.6849486,66.669
6766126.712,462984.344,61.0282424,-069.6850041,67.068
6766124.340,462983.560,61.0282210,-069.6850182,66.635
6766120.501,462986.942,61.0281869,-069.6849548,66.420
6766117.959,462982.809,61.0281636,-069.6850308,65.961
6766121.953,462982.922,61.0281995,-069.6850295,67.949
6766119.075,462985.283,61.0281739,-069.6849853,69.719
6766114.229,462973.955,61.0281293,-069.6851939,68.376
6766114.401,462976.969,61.0281312,-069.6851382,67.632
6766119.486,462981.419,61.0281772,-069.6850568,67.555
6766117.411,462973.527,61.0281579,-069.6852025,66.546
6766114.975,462975.814,61.0281362,-069.6851597,67.779
6766121.556,462969.598,61.0281947,-069.6852760,66.769
6766116.332,462964.465,61.0281473,-069.6853700,66.502
6766115.072,462967.149,61.0281363,-069.6853200,68.397
6766114.511,462967.065,61.0281312,-069.6853215,68.239
6766118.267,462967.408,61.0281650,-069.6853159,67.763
6766115.689,462961.823,61.0281413,-069.6854187,67.431
6766111.374,462963.757,61.0281027,-069.6853821,68.296
6766113.122,462954.037,61.0281175,-069.6855623,66.525
6766111.283,462959.597,61.0281015,-069.6854590,67.286
6766107.929,462958.732,61.0280713,-069.6854744,67.465
6766112.954,462956.682,61.0281163,-069.6855133,67.693
6766108.243,462953.066,61.0280736,-069.6855793,70.331
6766111.126,462952.102,61.0280994,-069.6855977,70.567
6766102.877,462955.992,61.0280257,-069.6855241,70.021
6766109.480,462950.193,61.0280845,-069.6856327,70.408
6766105.267,462949.654,61.0280466,-069.6856419,70.379
6766106.047,462951.900,61.0280538,-069.6856005,70.992
6766104.439,462947.657,61.0280390,-069.6856787,70.430
6766110.892,462945.758,61.0280967,-069.6857150,70.410
6766106.586,462948.639,61.0280583,-069.6856609,67.342
6766106.242,462940.604,61.0280545,-069.6858095,66.678
6766109.134,462941.811,61.0280806,-069.6857878,66.924
6766108.393,462936.957,61.0280735,-069.6858774,67.974
6766104.648,462936.206,61.0280398,-069.6858906,67.895
6766111.442,462937.717,61.0281009,-069.6858640,66.090
6766108.192,462936.689,61.0280716,-069.6858823,65.777
